GeneID	WT_na1	WT_na2	11_WT_na_CD8	dKO_na1	12_dKO_na_CD8
ID_915	96	258	249	162	239
ID_916	11	26	27	25	16
ID_917	7	26	25	14	33
ID_918	40	82	55	42	48
ID_919	54	148	116	90	138
ID_920	33	140	126	93	158
ID_921	13	29	35	13	31
ID_922	11	30	30	25	27
ID_923	67	154	131	95	119
ID_924	60	182	196	122	175
ID_925	47	104	81	46	81
ID_926	96	262	237	155	264
ID_927	22	45	47	51	67
ID_928	22	54	63	22	48
ID_929	68	152	141	88	134
ID_930	63	152	140	79	108
ID_931	47	108	96	65	99
ID_932	119	237	283	196	289
ID_933	13	46	32	38	62
ID_934	70	155	128	66	114
ID_935	53	85	111	76	102
ID_936	22	37	62	18	38
ID_937	16	30	43	37	48
ID_938	14	13	18	9	11
ID_939	64	135	127	83	139
ID_940	8	12	18	18	35
ID_941	35	56	89	37	92
ID_942	14	17	16	18	42
ID_943	119	254	203	163	270
ID_944	9	15	27	15	42
ID_945	15	29	32	33	44
ID_946	4	2	4	15	8
ID_947	54	104	92	70	162
ID_948	17	29	34	48	79
ID_949	8	22	34	18	40
ID_950	44	57	80	70	106
ID_951	103	251	203	162	252
ID_952	22	45	48	29	56
ID_953	0	0	0	0	0
ID_954	12	8	3	3	9
ID_955	7	22	19	11	10
ID_956	89	204	163	146	172
ID_957	20	66	59	31	59
ID_958	15	47	38	40	55
ID_959	25	34	26	36	36
ID_960	73	193	178	106	206
ID_961	10	20	30	11	21
ID_962	12	34	20	7	11
ID_963	16	27	38	14	25
ID_964	34	69	69	51	91
ID_965	7	19	11	12	28
ID_966	114	301	297	188	318
ID_967	7	11	17	15	32
ID_968	9	22	29	27	23
ID_969	16	57	63	37	45
ID_970	45	73	95	35	88
ID_971	14	47	43	21	30
ID_972	11	17	17	18	19
ID_973	66	96	108	86	142
ID_974	31	26	41	13	25
ID_975	56	54	57	54	120
ID_976	32	57	75	40	50
ID_977	10	26	24	34	64
ID_978	21	20	40	14	20
ID_979	29	60	47	52	47
ID_980	17	44	38	23	29
ID_981	88	227	163	133	169
ID_982	48	149	121	84	124
ID_983	15	20	19	29	31
ID_984	35	49	61	9	14
ID_985	2	4	26	3	9
ID_986	0	3	8	0	30
ID_987	3	5	5	3	16
ID_988	2	3	9	3	32
ID_989	13	2	7	3	7
ID_990	0	0	5	5	26
ID_991	27	85	70	33	82
ID_992	65	134	120	77	125
ID_993	118	245	225	179	233
ID_994	31	66	74	49	89
ID_995	51	101	90	55	103
ID_996	3	26	27	19	26
ID_997	11	36	48	28	39
ID_998	18	22	46	27	44
ID_999	48	113	84	64	76
ID_1000	20	33	29	21	42
ID_1001	7	36	24	19	42
ID_1002	12	28	38	22	26
ID_1003	14	29	27	18	36
ID_1004	94	238	203	140	167
ID_1005	16	42	43	22	39
ID_1006	53	119	120	72	119
ID_1007	21	47	48	37	50
ID_1008	41	94	85	46	113
ID_1009	16	47	44	28	43
ID_1010	21	38	61	40	59
ID_1011	81	169	171	88	158
ID_1012	8	18	31	21	26
ID_1013	27	41	58	28	53
ID_1014	4	15	18	8	33
ID_1015	18	50	33	18	61
ID_1016	12	34	27	10	12
ID_1017	82	167	160	89	152
ID_1018	0	1	0	1	1
ID_1019	36	104	136	65	134
ID_1020	38	95	88	76	82
ID_1021	15	20	34	9	30
ID_1022	9	11	21	17	35
ID_1023	10	34	18	23	31
ID_1024	33	52	46	39	47
ID_1025	88	227	232	119	212
ID_1026	16	32	33	34	46
ID_1027	7	11	12	30	24
ID_1028	18	21	35	36	52
ID_1029	26	57	57	62	100
ID_1030	1	4	7	15	30
ID_1031	12	19	29	24	46
ID_1032	16	44	35	34	51
ID_1033	8	21	14	19	36
ID_1034	30	70	67	49	46
ID_1035	13	46	36	34	35
ID_1036	7	15	24	29	50
ID_1037	8	13	13	13	28
ID_1038	7	22	17	21	44
ID_1039	22	31	39	19	54
ID_1040	51	95	76	44	57
ID_1041	9	16	15	14	37
ID_1042	11	25	52	24	41
ID_1043	12	22	19	26	55
ID_1044	10	15	22	13	45
ID_1045	43	97	79	52	83
ID_1046	7	16	16	16	28
ID_1047	6	13	14	17	36
ID_1048	10	23	36	7	14
ID_1049	18	41	28	9	35
ID_1050	0	0	0	0	0
ID_1051	6	19	26	8	34
ID_1052	100	253	213	148	211
ID_1053	22	58	48	6	10
ID_1054	22	30	22	0	4
ID_1055	55	156	115	69	84
ID_1056	78	225	171	118	140
ID_1057	4	2	9	3	29
ID_1058	4	17	9	5	6
ID_1059	142	308	330	247	377
ID_1060	91	242	219	128	185
ID_1061	8	35	27	9	22
ID_1062	52	139	141	100	118
ID_1063	18	31	27	33	25
ID_1064	15	42	26	20	40
ID_1065	39	71	69	59	80
ID_1066	23	51	54	36	78
ID_1067	7	33	40	20	37
ID_1068	28	57	60	90	138
ID_1069	32	76	67	37	60
ID_1070	31	82	89	44	74
ID_1071	26	63	64	48	61
ID_1072	27	55	58	39	28
ID_1073	36	32	48	30	34
ID_1074	25	68	52	19	37
ID_1075	31	71	93	51	79
ID_1076	71	141	123	59	77
ID_1077	72	132	143	97	156
ID_1078	14	26	36	11	28
ID_1079	51	89	135	84	113
ID_1080	15	38	40	6	12
ID_1081	6	31	28	46	51
ID_1082	35	85	85	74	88
ID_1083	13	53	54	50	70
ID_1084	11	46	69	25	52
ID_1085	36	70	93	49	70
ID_1086	17	49	37	24	51
ID_1087	12	17	17	30	35
ID_1088	24	37	42	41	52
ID_1089	16	25	26	10	29
ID_1090	11	18	34	16	28
ID_1091	41	79	102	92	118
ID_1092	76	192	173	130	186
ID_1093	21	40	55	31	52
ID_1094	4	15	16	23	23
ID_1095	7	24	42	13	11
ID_1096	12	18	22	20	16
ID_1097	17	35	50	42	28
ID_1098	17	46	42	35	51
ID_1099	15	31	23	14	15
ID_1100	15	56	50	35	57
ID_1101	22	35	35	34	59
ID_1102	39	107	61	47	67
ID_1103	21	37	28	34	38
ID_1104	21	66	49	47	55
ID_1105	34	118	111	86	90
ID_1106	54	93	91	93	138
ID_1107	15	27	31	24	46
ID_1108	20	42	60	11	20
ID_1109	18	53	55	28	61
ID_1110	22	39	31	15	34
ID_1111	12	23	27	8	8
ID_1112	14	13	22	11	12
ID_1113	28	23	39	17	30
ID_1114	6	16	17	10	24
ID_1115	181	393	416	291	484
ID_1116	44	82	83	57	66
ID_1117	17	22	26	29	29
ID_1118	25	53	44	48	57
ID_1119	46	86	60	50	69
ID_1120	41	106	120	74	131
ID_1121	5	18	38	6	26
ID_1122	15	33	24	13	26
ID_1123	57	177	125	76	141
ID_1124	65	154	133	107	149
ID_1125	74	190	151	130	140
ID_1126	11	37	30	11	28
ID_1127	24	33	68	34	60
ID_1128	8	24	39	16	20
ID_1129	70	171	161	112	140
ID_1130	26	46	33	26	29
ID_1131	36	51	61	26	69
ID_1132	17	30	26	9	8
ID_1133	9	31	12	8	20
ID_1134	16	36	24	29	23
ID_1135	16	34	35	12	38
ID_1136	32	58	72	50	94
ID_1137	12	42	46	18	47
ID_1138	19	67	59	31	57
ID_1139	17	50	54	25	46
ID_1140	13	47	46	32	42
ID_1141	34	92	62	67	99
ID_1142	12	23	18	19	21
ID_1143	17	37	46	30	34
ID_1144	26	67	48	59	59
ID_1145	11	31	27	20	34
ID_1146	100	249	211	125	174
ID_1147	15	38	53	31	48
ID_1148	36	76	96	42	122
ID_1149	24	47	42	15	27
ID_1150	11	35	27	5	25
ID_1151	58	133	116	78	123
ID_1152	54	121	109	97	139
ID_1153	45	115	117	111	129
ID_1154	8	9	30	14	32
ID_1155	28	41	49	14	20
ID_1156	12	35	43	18	19
ID_1157	27	53	45	52	55
ID_1158	22	47	43	52	83
ID_1159	13	24	17	25	19
ID_1160	22	35	25	23	32
ID_1161	19	32	41	19	34
ID_1162	18	50	56	26	46
ID_1163	54	176	170	117	191
ID_1164	20	54	32	36	35
ID_1165	13	26	19	28	29
ID_1166	37	92	73	43	79
ID_1167	13	41	42	40	77
ID_1168	57	167	121	94	114
ID_1169	0	0	0	0	0
ID_1170	22	53	48	28	64
ID_1171	17	47	35	16	35
ID_1172	6	24	17	14	25
ID_1173	11	29	24	15	15
ID_1174	30	109	64	47	73
ID_1175	9	47	45	13	25
ID_1176	9	34	12	11	22
ID_1177	46	86	83	50	93
ID_1178	31	81	53	48	50
ID_1179	62	168	134	96	169
ID_1180	14	39	37	19	27
ID_1181	16	41	36	14	24
ID_1182	19	31	30	25	25
ID_1183	25	82	77	54	90
ID_1184	0	0	0	0	0
ID_1185	40	126	114	82	99
ID_1186	65	130	106	66	116
ID_1187	15	20	23	18	43
ID_1188	13	32	23	21	37
ID_1189	29	67	56	38	47
ID_1190	11	26	16	15	32
ID_1191	18	36	20	17	28
ID_1192	5	13	10	21	63
ID_1193	11	28	10	9	13
ID_1194	60	190	131	120	148
ID_1195	36	96	82	46	60
ID_1196	15	40	55	31	79
ID_1197	12	37	14	12	19
ID_1198	14	19	28	18	33
ID_1199	15	27	46	23	44
ID_1200	18	53	28	22	23
ID_1201	28	106	107	58	69
ID_1202	37	81	78	49	94
ID_1203	13	18	30	22	41
ID_1204	35	84	68	9	17
ID_1205	17	33	38	18	16
ID_1206	23	58	48	19	39
ID_1207	9	34	44	22	54
ID_1208	36	87	54	42	84
ID_1209	40	90	89	79	134
ID_1210	20	48	31	31	53
ID_1211	25	103	67	51	63
ID_1212	12	24	38	18	27
ID_1213	10	16	24	20	32
ID_1214	20	61	62	37	72
ID_1215	7	24	21	15	26
ID_1216	21	71	69	44	40
ID_1217	35	96	108	61	82
ID_1218	19	46	52	20	43
ID_1219	7	11	11	4	24
ID_1220	14	30	29	16	29
ID_1221	27	56	41	15	21
ID_1222	12	31	50	25	29
ID_1223	14	27	23	18	23
ID_1224	34	93	91	43	118
ID_1225	36	93	105	51	76
ID_1226	22	38	47	51	85
ID_1227	4	22	23	17	14
ID_1228	39	71	63	36	33
ID_1229	17	40	24	18	23
ID_1230	10	15	9	10	26
ID_1231	10	31	25	20	21
ID_1232	6	18	32	23	46
ID_1233	35	81	73	48	94
ID_1234	25	45	47	35	51
ID_1235	10	37	31	35	34
ID_1236	7	13	24	10	4
ID_1237	55	126	145	82	150
ID_1238	23	34	28	22	22
ID_1239	31	61	63	38	92
ID_1240	67	136	123	25	38
ID_1241	25	45	51	29	33
ID_1242	35	80	70	40	70
ID_1243	41	74	92	43	70
ID_1244	16	36	41	24	41
ID_1245	24	39	33	9	26
ID_1246	4	19	11	6	8
ID_1247	14	38	46	40	58
ID_1248	42	88	105	83	122
ID_1249	14	18	28	51	59
ID_1250	42	95	73	109	133
ID_1251	10	35	17	16	48
ID_1252	21	50	34	34	57
ID_1253	5	15	12	9	24
ID_1254	21	30	25	26	67
ID_1255	26	50	41	33	74
ID_1256	38	61	56	50	59
ID_1257	35	88	91	71	99
ID_1258	13	23	35	18	36
ID_1259	3	21	21	14	14
ID_1260	30	40	49	24	38
ID_1261	18	24	23	9	28
ID_1262	9	14	34	15	40
ID_1263	12	15	32	15	35
ID_1264	48	128	121	74	102
ID_1265	69	131	159	114	208
ID_1266	1	5	4	14	3
ID_1267	4	3	13	4	43
ID_1268	0	0	0	0	0
ID_1269	10	25	28	12	42
ID_1270	3	6	10	8	24
ID_1271	51	143	131	79	128
ID_1272	10	18	17	21	16
ID_1273	41	97	110	53	144
ID_1274	10	7	13	10	33
ID_1275	93	228	183	150	227
ID_1276	15	18	30	23	41
ID_1277	14	51	59	34	59
ID_1278	0	0	0	0	0
ID_1279	22	35	45	36	48
ID_1280	23	53	47	38	68
ID_1281	132	265	247	171	277
ID_1282	37	76	73	79	97
ID_1283	12	14	14	33	42
ID_1284	3	13	10	6	25
ID_1285	16	26	26	12	22
ID_1286	8	20	22	20	42
ID_1287	61	83	108	98	161
ID_1288	19	45	40	48	79
ID_1289	68	135	127	99	175
ID_1290	1	5	8	8	32
ID_1291	10	33	41	30	68
ID_1292	2	2	5	2	21
ID_1293	2	9	4	5	16
ID_1294	12	7	8	9	7
ID_1295	0	0	0	0	0
ID_1296	54	146	132	82	133
ID_1297	85	220	174	140	239
ID_1298	0	0	0	0	0
ID_1299	10	34	18	17	18
ID_1300	36	55	72	31	45
ID_1301	17	35	51	29	27
ID_1302	34	53	92	49	58
ID_1303	15	26	32	22	39
ID_1304	19	45	59	30	47
ID_1305	14	34	41	17	47
ID_1306	38	54	51	50	71
ID_1307	13	45	35	15	23
ID_1308	76	189	183	96	166
ID_1309	23	54	42	31	57
ID_1310	21	30	52	39	44
ID_1311	3	10	16	28	26
ID_1312	97	202	218	133	219
ID_1313	18	38	46	36	58
ID_1314	57	112	122	68	121
ID_1315	19	24	25	19	29
ID_1316	11	23	15	14	37
ID_1317	5	3	8	7	36
ID_1318	11	30	25	21	61
ID_1319	28	49	40	30	78
ID_1320	9	40	56	45	67
ID_1321	105	240	234	170	309
ID_1322	9	19	22	22	28
ID_1323	46	86	83	39	58
ID_1324	35	69	86	20	60
ID_1325	20	49	55	40	70
ID_1326	27	41	71	26	64
ID_1327	20	42	36	42	52
ID_1328	0	0	0	0	0
ID_1329	9	37	24	14	23
ID_1330	11	23	27	14	35
ID_1331	21	31	43	26	28
ID_1332	9	19	15	7	29
ID_1333	14	37	32	15	28
ID_1334	5	23	18	13	17
ID_1335	17	24	43	32	44
ID_1336	10	17	17	13	44
ID_1337	63	184	180	101	200
ID_1338	30	60	74	59	81
ID_1339	0	0	0	0	0
ID_1340	32	97	67	75	84
ID_1341	46	138	103	81	116
ID_1342	14	24	14	13	6
ID_1343	13	24	13	23	34
ID_1344	15	16	15	29	20
ID_1345	96	172	170	161	287
ID_1346	43	69	65	95	73
ID_1347	11	22	15	24	26
ID_1348	35	65	53	48	49
ID_1349	30	81	88	30	12
ID_1350	2	25	10	13	9
ID_1351	6	24	29	17	16
ID_1352	7	31	18	10	20
ID_1353	27	71	59	27	21
ID_1354	7	31	27	10	16
ID_1355	8	14	25	25	37
ID_1356	28	58	75	25	36
ID_1357	47	131	138	84	163
ID_1358	14	27	28	9	12
ID_1359	16	37	45	32	38
ID_1360	44	74	49	40	22
ID_1361	17	36	32	34	54
ID_1362	16	38	35	26	61
ID_1363	59	108	115	92	108
ID_1364	35	76	63	50	67
ID_1365	9	19	23	16	33
ID_1366	26	26	30	31	47
ID_1367	26	50	56	45	50
ID_1368	51	139	125	71	141
ID_1369	6	6	3	8	59
ID_1370	23	24	27	19	31
ID_1371	31	59	68	54	64
ID_1372	23	69	62	43	47
ID_1373	69	138	155	71	129
ID_1374	12	37	23	29	24
ID_1375	9	17	29	17	45
ID_1376	17	29	41	30	42
ID_1377	29	61	60	39	59
ID_1378	25	26	32	17	33
ID_1379	21	42	69	33	69
ID_1380	11	22	19	23	34
ID_1381	54	102	82	75	80
ID_1382	0	0	0	0	0
ID_1383	19	34	31	29	28
ID_1384	45	100	91	70	80
ID_1385	92	189	172	125	165
ID_1386	23	35	54	32	39
ID_1387	16	41	31	26	35
ID_1388	13	32	48	35	53
ID_1389	67	166	124	94	158
ID_1390	6	47	26	40	32
ID_1391	22	19	28	23	38
ID_1392	7	34	30	26	42
ID_1393	3	30	24	16	30
ID_1394	12	19	24	19	29
ID_1395	51	126	115	94	121
ID_1396	14	33	51	34	72
ID_1397	31	76	58	64	80
ID_1398	13	39	26	17	40
ID_1399	11	24	23	8	28
ID_1400	16	17	21	21	25
ID_1401	37	103	74	41	80
ID_1402	104	262	205	189	247
ID_1403	81	232	170	132	168
ID_1404	26	70	49	30	56
ID_1405	12	28	39	29	37
ID_1406	8	29	32	18	19
ID_1407	6	14	18	13	32
ID_1408	6	16	32	11	19
ID_1409	14	36	48	42	100
ID_1410	10	18	33	22	30
ID_1411	46	117	124	82	124
ID_1412	12	22	19	10	17
ID_1413	13	8	22	19	49
ID_1414	23	74	75	46	89
ID_1415	31	87	70	29	59
ID_1416	31	94	64	62	78
ID_1417	83	128	150	117	121
ID_1418	17	38	36	21	33
ID_1419	20	51	48	14	19
ID_1420	27	77	94	42	70
ID_1421	14	45	32	26	40
ID_1422	7	9	24	5	3
ID_1423	6	22	32	24	24
ID_1424	4	27	19	12	19
ID_1425	25	64	60	39	74
ID_1426	5	18	15	7	13
ID_1427	31	74	102	33	76
ID_1428	16	21	16	12	14
ID_1429	23	57	46	23	41
ID_1430	24	64	61	19	40
ID_1431	79	161	188	102	182
ID_1432	16	41	43	20	46
ID_1433	15	34	51	9	14
ID_1434	31	43	62	42	46
ID_1435	0	0	0	0	0
ID_1436	5	35	11	5	8
ID_1437	6	15	10	25	31
ID_1438	29	89	72	49	79
ID_1439	22	52	48	41	82
ID_1440	42	69	86	51	58
ID_1441	14	16	39	24	54
ID_1442	13	35	29	31	23
ID_1443	15	40	35	29	44
ID_1444	110	234	223	152	285
ID_1445	123	238	256	148	220
ID_1446	10	20	35	16	33
ID_1447	23	49	54	29	55
ID_1448	15	45	39	28	53
ID_1449	7	16	16	17	24
ID_1450	33	94	74	44	92
ID_1451	94	206	186	118	176
ID_1452	86	193	193	113	186
ID_1453	73	216	200	163	212
ID_1454	48	88	78	56	80
ID_1455	11	15	28	10	16
ID_1456	14	36	30	17	26
ID_1457	13	35	23	16	32
ID_1458	20	34	44	42	39
ID_1459	14	45	31	33	37
ID_1460	29	76	69	59	88
ID_1461	16	54	67	68	71
ID_1462	12	36	27	27	37
ID_1463	24	26	36	8	27
ID_1464	10	20	22	6	25
ID_1465	62	115	171	56	99
ID_1466	10	43	43	27	37
ID_1467	13	20	19	25	40
ID_1468	55	94	85	61	101
ID_1469	71	113	95	82	113
ID_1470	22	32	27	23	62
ID_1471	23	68	43	62	74
ID_1472	46	122	102	82	122
ID_1473	55	84	84	61	143
ID_1474	18	29	16	34	41
ID_1475	20	27	35	5	8
ID_1476	57	113	118	49	115
ID_1477	43	69	92	65	126
ID_1478	25	48	55	71	93
ID_1479	16	35	48	43	41
ID_1480	26	76	90	50	119
ID_1481	101	308	251	159	275
ID_1482	26	51	58	43	67
ID_1483	7	11	27	15	25
ID_1484	23	78	45	36	66
ID_1485	23	49	75	55	53
ID_1486	15	20	17	30	22
ID_1487	20	59	62	33	58
ID_1488	6	13	24	20	42
ID_1489	37	53	54	64	107
ID_1490	9	23	14	11	8
ID_1491	52	129	133	83	113
ID_1492	9	19	18	41	50
ID_1493	56	168	114	76	96
ID_1494	34	78	76	77	87
ID_1495	12	21	39	32	38
ID_1496	13	21	29	21	30
ID_1497	42	103	114	68	83
ID_1498	64	123	120	89	135
ID_1499	19	62	46	56	78
ID_1500	49	127	142	86	133
ID_1501	49	100	94	49	118
ID_1502	26	66	64	41	74
ID_1503	0	0	1	0	0
ID_1504	46	128	91	85	128
ID_1505	20	37	48	38	47
ID_1506	14	46	47	28	41
ID_1507	19	27	29	30	27
ID_1508	12	16	24	23	42
ID_1509	15	43	23	10	12
ID_1510	0	0	0	0	0
ID_1511	20	22	25	14	20
ID_1512	14	38	29	32	62
ID_1513	34	60	61	44	63
ID_1514	37	106	118	80	108
ID_1515	41	92	90	79	113
ID_1516	23	58	59	28	65
ID_1517	17	31	35	23	34
ID_1518	55	177	157	77	129
ID_1519	43	137	129	63	125
ID_1520	109	254	223	185	217
ID_1521	14	45	42	28	49
ID_1522	15	22	34	24	33
ID_1523	7	13	19	10	21
ID_1524	39	58	82	71	96
ID_1525	25	75	63	36	46
ID_1526	11	26	39	24	43
ID_1527	12	16	25	15	25
ID_1528	4	5	7	8	24
ID_1529	14	38	39	28	64
ID_1530	4	17	27	9	5
ID_1531	25	35	37	22	45
ID_1532	35	60	64	39	76
ID_1533	32	55	66	59	91
ID_1534	24	71	75	81	135
ID_1535	15	49	33	34	38
ID_1536	16	29	18	16	25
ID_1537	14	24	28	19	42
ID_1538	4	16	21	16	35
ID_1539	17	32	27	18	46
ID_1540	43	107	126	72	104
ID_1541	36	62	50	55	68
ID_1542	64	140	129	85	147
ID_1543	62	191	162	120	191
ID_1544	97	293	255	172	276
ID_1545	20	35	39	23	27
ID_1546	40	138	119	66	92
ID_1547	24	41	38	35	44
ID_1548	13	29	24	19	26
ID_1549	2	38	25	8	23
ID_1550	5	13	23	7	23
ID_1551	12	25	36	9	27
ID_1552	26	43	53	34	55
ID_1553	24	49	44	32	42
ID_1554	11	17	17	18	42
ID_1555	38	82	75	59	92
ID_1556	11	37	41	21	50
ID_1557	0	0	0	0	0
ID_1558	15	29	40	24	61
ID_1559	23	52	62	56	77
ID_1560	0	0	0	0	0
ID_1561	42	116	84	67	99
ID_1562	22	40	41	35	51
ID_1563	14	45	40	29	45
ID_1564	20	33	38	36	52
ID_1565	12	35	39	21	27
ID_1566	47	57	51	62	76
ID_1567	19	41	47	31	30
ID_1568	9	25	17	12	35
ID_1569	19	46	24	36	41
ID_1570	5	9	18	32	57
ID_1571	7	22	16	13	27
ID_1572	37	38	46	40	31
ID_1573	16	35	26	16	14
ID_1574	21	56	42	52	69
ID_1575	0	0	0	0	0
ID_1576	23	40	37	20	22
ID_1577	5	21	40	203	401
ID_1578	0	0	0	0	0
ID_1579	3	16	31	222	632
ID_1580	1	5	10	33	99
ID_1581	94	230	225	128	174
ID_1582	49	111	86	60	99
ID_1583	11	43	46	15	23
ID_1584	0	0	0	0	0
ID_1585	12	49	32	28	39
ID_1586	27	56	33	26	41
ID_1587	25	102	75	51	48
ID_1588	12	32	21	9	28
ID_1589	83	179	137	112	188
ID_1590	12	38	33	26	46
ID_1591	24	72	62	64	84
ID_1592	3	15	5	3	3
ID_1593	20	44	53	44	44
ID_1594	19	45	51	33	44
ID_1595	49	150	119	79	115
ID_1596	27	61	83	50	63
ID_1597	18	34	33	29	34
ID_1598	22	63	47	40	38
ID_1599	40	79	95	46	94
ID_1600	38	102	97	67	94
ID_1601	27	63	51	27	46
ID_1602	75	165	162	126	177
ID_1603	12	25	25	21	20
ID_1604	101	273	247	161	254
ID_1605	21	28	35	29	49
ID_1606	17	31	34	15	38
ID_1607	101	288	243	188	242
ID_1608	19	54	54	31	37
ID_1609	8	24	33	21	28
ID_1610	7	29	24	16	29
ID_1611	10	39	27	14	21
ID_1612	15	31	18	32	26
ID_1613	37	108	86	75	105
ID_1614	18	38	28	24	30
ID_1615	5	19	13	15	23
ID_1616	19	36	49	30	36
ID_1617	16	31	32	33	41
ID_1618	26	52	54	47	63
ID_1619	12	19	34	28	28
ID_1620	58	127	118	52	110
ID_1621	18	45	48	29	53
ID_1622	16	35	28	27	51
ID_1623	6	25	19	9	6
ID_1624	10	23	12	9	11
ID_1625	22	34	38	18	30
ID_1626	19	58	32	46	50
ID_1627	22	54	58	54	90
ID_1628	45	132	118	111	119
ID_1629	18	44	20	28	48
ID_1630	48	123	114	92	113
ID_1631	111	213	236	182	313
ID_1632	58	164	155	120	135
ID_1633	36	86	85	52	106
ID_1634	84	159	140	133	175
ID_1635	11	29	22	25	41
ID_1636	43	114	145	74	139
ID_1637	26	51	44	36	63
ID_1638	51	128	79	98	96
ID_1639	7	23	17	15	37
ID_1640	32	94	69	59	87
ID_1641	32	48	40	36	46
ID_1642	18	24	41	38	39
ID_1643	49	121	120	94	97
ID_1644	15	34	48	34	49
ID_1645	21	55	42	25	55
ID_1646	74	159	162	118	172
ID_1647	26	76	60	54	83
ID_1648	56	139	139	122	151
ID_1649	10	42	20	17	22
ID_1650	10	27	24	9	17
ID_1651	17	41	50	24	55
ID_1652	31	67	71	64	54
ID_1653	8	24	27	15	39
ID_1654	23	29	42	27	38
ID_1655	46	94	96	63	94
ID_1656	10	13	14	15	28
ID_1657	7	13	25	20	65
ID_1658	44	84	118	76	138
ID_1659	9	17	17	12	19
ID_1660	15	25	19	35	37
ID_1661	26	65	75	50	86
ID_1662	19	34	48	7	13
ID_1663	24	37	35	19	32
ID_1664	13	43	58	40	38
ID_1665	6	21	27	16	19
ID_1666	8	29	18	13	24
ID_1667	18	38	32	17	27
ID_1668	8	18	10	5	7
ID_1669	11	23	23	14	19
ID_1670	27	47	83	31	34
ID_1671	17	40	36	27	47
ID_1672	12	21	17	14	18
ID_1673	14	24	39	15	23
ID_1674	12	39	37	23	28
ID_1675	9	31	27	25	26
ID_1676	13	18	30	9	15
ID_1677	34	107	50	68	83
ID_1678	7	28	18	32	16
ID_1679	24	64	43	29	59
ID_1680	29	41	38	34	47
ID_1681	79	213	196	121	202
ID_1682	15	17	22	29	26
ID_1683	11	25	25	36	54
ID_1684	6	26	18	10	11
ID_1685	15	37	50	27	67
ID_1686	5	11	15	12	27
ID_1687	8	11	11	27	47
ID_1688	44	108	100	115	123
ID_1689	8	17	34	13	31
ID_1690	11	35	36	33	49
ID_1691	91	231	178	132	169
ID_1692	55	147	119	61	131
ID_1693	13	31	32	20	36
ID_1694	12	42	28	27	58
ID_1695	31	67	74	64	117
ID_1696	3	12	10	6	3
ID_1697	0	0	0	0	0
ID_1698	17	42	49	40	58
ID_1699	20	56	73	43	69
ID_1700	17	26	40	25	55
ID_1701	6	20	23	15	31
ID_1702	57	170	141	81	172
ID_1703	11	30	37	25	41
ID_1704	18	25	41	29	38
ID_1705	25	62	52	37	77
ID_1706	41	70	106	28	44
ID_1707	23	42	49	48	95
ID_1708	12	24	32	52	80
ID_1709	8	27	18	17	44
ID_1710	15	42	39	34	72
ID_1711	15	30	38	20	47
ID_1712	13	22	34	17	17
ID_1713	5	20	25	25	21
ID_1714	9	17	23	8	17
ID_1715	13	44	31	22	48
ID_1716	20	33	41	39	45
ID_1717	13	21	26	24	24
ID_1718	5	15	16	9	28
ID_1719	7	11	15	8	21
ID_1720	97	165	197	163	222
ID_1721	14	32	32	24	51
ID_1722	126	295	258	210	298
ID_1723	34	123	124	73	135
ID_1724	20	61	73	33	62
ID_1725	66	161	153	90	182
ID_1726	8	36	29	25	40
ID_1727	7	18	17	7	24
ID_1728	15	33	43	29	31
ID_1729	30	66	69	43	80
ID_1730	18	41	43	40	49
ID_1731	14	25	31	11	20
ID_1732	96	242	209	128	201
ID_1733	8	7	24	4	8
ID_1734	4	22	8	9	4
ID_1735	20	34	39	25	43
ID_1736	95	247	252	160	251
ID_1737	58	158	160	99	164
ID_1738	111	235	205	164	276
ID_1739	16	31	29	29	37
ID_1740	17	61	45	34	52
ID_1741	26	80	68	41	61
ID_1742	28	48	73	35	49
ID_1743	16	53	34	40	38
ID_1744	39	105	75	36	85
ID_1745	59	129	133	74	145
ID_1746	48	107	99	68	111
ID_1747	23	51	52	25	30
ID_1748	18	41	33	22	33
ID_1749	4	17	26	13	28
ID_1750	8	31	27	14	8
ID_1751	33	94	99	44	101
ID_1752	38	146	104	72	124
ID_1753	14	36	21	11	10
ID_1754	4	5	11	18	13
ID_1755	15	27	29	4	20
ID_1756	12	22	20	11	33
ID_1757	8	24	14	17	14
ID_1758	50	133	131	109	138
ID_1759	10	28	21	13	27
ID_1760	97	231	230	133	222
ID_1761	19	44	37	20	42
ID_1762	16	44	49	25	54
ID_1763	21	39	54	18	53
ID_1764	42	112	99	56	91
ID_1765	14	28	44	22	37
ID_1766	28	63	74	32	66
ID_1767	7	33	24	13	10
ID_1768	45	69	59	14	34
ID_1769	16	41	38	36	52
ID_1770	20	39	25	25	23
ID_1771	34	80	84	59	85
ID_1772	33	81	41	55	57
ID_1773	24	65	33	42	21
ID_1774	32	79	62	45	55
ID_1775	19	39	46	17	32
ID_1776	19	52	50	39	53
ID_1777	43	122	77	89	73
ID_1778	18	50	37	26	34
ID_1779	58	128	128	87	115
ID_1780	13	36	39	42	32
ID_1781	24	35	32	22	19
ID_1782	42	82	61	65	84
ID_1783	68	182	110	127	127
ID_1784	24	26	34	22	26
ID_1785	26	53	53	40	39
ID_1786	33	90	95	44	55
ID_1787	28	53	62	45	57
ID_1788	14	39	38	24	46
ID_1789	36	82	48	48	61
ID_1790	17	43	51	29	45
ID_1791	10	46	41	20	28
