Name	Description	Control	Treatment
ARID1B	1127	1086.25946749831	1182.94247775155
GNL1	7437	269.425659192827	342.14364138303
TNFSF13B	23926	461.635210787891	402.823693982738
LMBR1L	11035	107.855626949838	139.217528059132
FOXM1	6816	536.326602354506	472.627382548783
ATAD5	1319	694.379721250346	621.624661445343
CD276	3062	56.5937072106291	86.2015246767765
SYF2	22868	408.431645066456	353.390111089035
TMEM43	23776	475.800958164164	539.502388124069
BFAR	1700	352.311925143254	301.377278933172
MED31	13278	36.1069232296786	20.9025971371572
BAZ1A	1601	845.676142629743	930.618442131915
SSBP4	22541	348.409469990972	297.740178860975
ALPK1	664	315.229019602662	267.174322173072
FAM193A	6146	342.559472490978	396.676288471112
SCAND2P	20532	110.286001133206	82.5905757097529
PEX19	17935	311.308875353921	263.64182652157
LZTFL1	12899	246.961851036733	194.772365359287
ZMYM2	25686	1070.18450414998	1176.97812997614
DNAL4	5112	88.3227139092275	63.7276042503473
DDB2	4681	340.631093331097	290.668055438377
SUPT4H1	22819	445.997382442704	376.237238976039
LINC00528	10318	25.8642682848891	13.2694537713733
SRSF12	22522	25.8642682848891	13.2504347857924
PHLPP2	18054	180.552305244852	220.291460063158
ZNF503	25955	9.75687492639019	20.9025971371572
PDCD6	17803	459.69798707978	401.321314516197
IL2RB	8840	23.4235754619199	39.2473413709332
EXT1	5929	44.4167767404717	65.2561348220622
CERKL	3392	70.7579804955307	48.9391294000496
ZNF350	25862	122.480620699823	93.3140634437332
NAT16	16078	0.0	4.08400610189838
ZDHHC24	25583	166.890026983436	132.570914307457
SNORA52	21796	5.36716566433754	14.7979843430882
RNF14	19960	304.509429187702	257.513439995525
ACTN1	235	1635.21045396571	1753.97347844566
RRP1B	20306	768.604495986393	848.990622304295
CHMP7	3531	242.03771674102	287.613371668145
GATA2-AS1	7113	62.4731865380541	86.6817139312442
DLGAP4	4996	143.46939970426	178.940303938137
NLRP3	16448	150.791478173167	187.153486232689
MTPAP	15806	292.319231895201	342.150773502622
CCP110	3000	466.023445958572	407.416417817475
GOLGA2P5	7459	50.7437097106354	31.6332169907303
PTPRC	19199	2563.52588532967	2714.70373911618
ECRP	5408	44.8981344847563	65.7862489136798
PRIMPOL	18821	123.926168024048	82.571556724172
C21orf58	2253	193.69342529495	135.668390795246
ZFP28	25615	97.1095028901906	71.4011629604907
PRORSD1P	18900	34.6466349917375	19.8994259106647
ESPL1	5846	585.5997051876	519.576811108231
DPH1	5184	111.267879809606	83.6317849074073
CPSF3	4070	731.958725448939	657.765016835696
ERGIC3	5802	1174.64409324514	1063.25354551571
AKIP1	568	114.197300833718	86.161109332417
MXRA8	15873	5.37011384708066	14.2821344906562
ZNF788	26197	206.438684900314	155.063853719467
XAB2	25341	294.736339256225	344.703871659608
CD33	3075	152.278300055796	188.667752565218
LIN7A	10110	71.2481827880447	49.464488745272
TSHZ1	24324	194.207213049409	235.06567067427
C1QBP	2152	1694.25812082165	1578.19008532525
POLR2D	18474	283.055507444068	331.912229769505
QPCTL	19300	104.441899998699	142.81421278697
HLA-DMB	8242	80.5222258787787	107.574801575611
SF3B6	20879	413.314504803766	358.515326388587
PRKAB1	18824	339.638896015096	290.090393882807
DYNC1LI2	5347	377.209055665459	433.463249239766
NUMA1	16784	1708.03243002731	1892.95568668967
OIP5	16901	123.466921650337	94.3219894166209
PRKCE	18843	45.3780181376694	66.3044761393094
RNF13	19952	323.033929907225	274.835994017228
ZBTB6	25516	138.604229063409	173.361050489291
SH3BGRL	20948	1609.94841891757	1497.09713433564
COX15	4003	664.108054606946	588.374951074585
ZNF791	26202	112.224698932689	149.872071970381
SRSF4	22525	298.628475768906	348.735575551159
EHBP1L1	5504	418.228320459878	477.262899101077
CLCN6	3653	278.637790445955	234.043480462196
PTK7	19168	328.900142412306	381.429020725125
NCOA2	16153	703.693564808113	631.271279383704
TMEM246	23735	256.207886391408	203.903133445217
NT5M	16718	199.593541901577	162.15975087404
SMAD2	21552	1351.24235013971	1248.70495293326
SLC8A3	21478	55.1452117036605	36.199789720294
ZBTB4	25503	283.532442914238	336.086576052913
GNAT2	7413	2.92942102411155	10.2005057619555
XRCC4	25390	100.518807567215	74.4534693575252
KLF4	9560	8.78384079821998	19.3716891922447
NRF1	16656	146.900815751858	182.515592307197
FAM3A	6242	162.00127088064	128.503549817942
CIRH1A	3613	217.162697589388	260.085557138092
ZBTB7B	25518	171.306269890177	126.497207364957
LINC00998	10556	379.658593036657	327.388449757499
SPINK2	22386	168.840517513892	134.59865311922
NAE1	16034	502.669216496026	442.123337564018
MMP28	15465	14.6456310291862	5.61015930041563
RCCD1	19656	139.549255455519	108.630275012451
ERMARD	5822	115.185075875603	87.2046959032689
CD200R1	3049	20.0142707848953	9.17118343028921
CCDC174	2841	141.040499612263	175.921280765869
TONSL	23992	280.086285952924	235.55299204833
ICK	8618	181.041033445994	220.270063704379
CHRAC1	3542	121.008539730909	153.464001951824
MFSD11	13386	179.580745208053	144.264290043163
YIF1A	25418	190.312128353985	230.477701585928
ACADVL	144	1232.67302914039	1333.97700495267
YWHAB	25444	1882.71410049296	2015.27854777122
TUBB1	24516	140.037983656662	109.108086893721
VBP1	25003	448.446919813903	391.627149113883
UBL5	24682	414.28164256645	472.72010010349
ZFYVE26	25647	631.934542448352	563.92559404674
TARBP2	23006	197.626836366034	160.61695606314
PHF8	18037	309.35248845798	359.974913137571
FXYD5	6949	640.293040974407	712.806381656617
GATAD2A	7121	1082.42482054912	1176.84499707708
C20orf197	2241	44.889289936527	28.0555512484734
LINC01003	10561	64.8932420818214	44.3511603117074
CHMP4B	3527	222.53428552784	265.65292372095
SDHAP1	20662	43.4422685209299	63.7299816235449
ALKBH8	648	134.20862343587	104.023286938528
LOC100505658	11272	26.8269837734583	46.3884086162613
AVPR1B	1499	5.36716566433754	0.511095106036702
NONO	16512	4453.95350246216	4254.66154116298
LURAP1L	12835	5.36569157296598	0.511095106036702
WDR93	25250	5.36716566433754	0.508717732839083
RNASEH1	19922	175.185139580514	213.623449952704
TWSG1	24558	344.041872099493	397.196893069939
RAB9B	19392	37.085853723335	21.9295420956258
C7orf73	2425	327.913841461792	379.86007480905
ZNF512	25962	391.355639853902	338.592126745947
SH3BGRL2	20949	166.89297516618	133.074877293901
CXorf38	4432	250.329881155354	208.541027370709
CFAP20	3415	212.761195596363	174.385618074562
LOC729348	12572	524.566169608285	590.010463440193
RSC1A1	20319	69.7878945501036	94.8544808814362
ZNF555	25997	124.949321258851	85.6928069439374
POT1	18527	294.271196517028	248.860483790865
EAF1	5378	285.987876650922	334.53664912242
TIMM8B	23456	250.830402087469	209.075896208722
ZNF763	26172	53.6805011916048	35.1799768814182
CD2BP2	3065	332.767219371671	393.167566551586
TRPC4AP	24278	694.431314448351	769.421447140008
SCARF1	20539	122.502732070396	93.8227811765723
C10orf12	1935	360.581978187015	419.116925672774
NADK	16031	534.798505913473	600.622214633885
TMEM184A	23668	16.1059192671273	6.63234951248903
TRA2B	24091	1610.80794801013	1726.49558875275
VPS8	25099	388.418848372932	336.02000960338
CDKN2D	3245	31.7216362417406	17.8384038741346
ACP1	188	696.838103169774	625.596931006953
CDC42	3144	2114.91386728216	1985.56608779836
NOP2	16517	145.416942051972	180.504495107816
TBC1D12	23055	72.7055228432427	50.985887197394
ATL1	1354	70.2780968426176	48.9605257588282
ING2	8897	75.1698011281568	100.956716302308
UBASH3A	24622	56.1182458318307	37.2267346787626
PBX2	17644	277.186346756244	324.780672016967
PAICS	17522	1477.68144146393	1608.6061675017
ARPC3	1198	1580.57903001651	1470.56535891249
OXLD1	17440	144.923791576715	113.715074967644
LAMP2	9889	1575.20744207806	1465.39735089538
RGS19	19795	133.681568859067	97.3838053064459
C18orf54	2114	161.5331799587	128.467889219978
RASGRP4	19528	175.164502301312	140.741303884451
SPIB	22374	3.9009810609102	11.7219042140775
IFT57	8711	171.762568081145	209.601255553944
QDPR	19297	76.1325166167261	111.20001478182
ZBTB18	25485	140.565038233465	174.882448941413
PPP1R12A	18644	1115.99228683393	1211.00516111962
DLEU1	4973	145.411045686485	114.192886848914
FRMD6-AS1	6867	17.5691556878115	7.6497849781672
TUBA8	24513	49.7765719479514	32.1324252307789
FOXP4	6832	38.5579346922486	57.6015950974997
VPS9D1-AS1	25101	13.659330078672	26.0111708243266
PDCL3P4	17810	3.90540333502488	0.0
TRHDE-AS1	24151	3.90540333502488	0.0
STX1A	22750	2.93089511548311	10.2052605083507
GGCT	7232	369.426256731469	318.673681849701
PEX2	17936	326.465345954823	278.931886985114
LOC100129940	11123	81.0139022626643	58.1150675767341
TNF	23890	2.43774464022599	9.17118343028921
LATS1	9922	404.546879010633	461.445101919113
MON1B	15502	234.2460732588	277.89067778746
CDAN1	3125	289.389810871089	244.714665985829
TXLNB	24561	19.0279698343811	8.66722044384537
STRBP	22728	427.961609924324	373.275272760514
RHOH	19836	145.896825704885	114.725378313729
NUTM2B-AS1	16821	165.927311494867	202.96415129506
NCAPH	16128	536.307439166676	463.080614284721
IFI30	8654	272.765681575388	319.698249434972
NDNL2	16180	166.404246965037	203.430076310342
EXOC3	5906	427.047539451016	347.713385339086
SPTB	22450	901.826818471748	820.980241146576
ARL4A	1155	184.456234488505	223.308105862228
MYL9	15930	5.36569157296598	14.7765879843096
EPHA4	5737	5.85589386547999	16.8399873940374
TBK1	23103	353.304122459254	303.930377090158
DUSP27	5321	13.659330078672	4.58083696874937
PARD6A	17581	30.7486021135704	47.9193165611738
BBS10	1610	130.799318758845	99.4567142089641
SLC25A33	21236	92.7183195367664	120.834745854194
SERINC1	20796	840.320769696378	921.967863300453
CAPZA2	2652	993.521984773711	908.586672988792
GK3P	7309	7.80638439593509	18.8534619666151
EFNB1	5476	68.8074899650756	47.9359581735572
SEPT2	20773	1918.77827507287	2044.26832642346
LOC284454	12285	21.4686626573502	36.2164313326773
ATAD3B	1317	104.440425907327	134.106576998765
TMEM214	23705	339.182597824128	391.108921888253
THAP11	23364	251.304389374896	210.086199554807
RUSC2	20382	184.453286305762	149.389505342716
GUSBP11	7866	161.512542679498	197.834181249112
PRR5	18967	32.710885374998	54.5706850592438
RGS5	19802	28.7848447607712	15.8106650623711
PTPN23	19190	242.519074485304	286.591181456072
SERPINB6	20824	526.063310130515	465.493447423047
ISG15	9036	57.0839095031431	79.559665671497
CAPN1	2629	1216.54499850269	1122.2029908219
HSP90B1	8518	4936.05191176906	5240.13833051105
SEMA3C	20731	240.565635772106	200.413430511272
FRRS1	6878	119.086056936514	91.2815698855745
MARCH2	13104	141.024284607176	110.641372211831
PSMG2	19100	436.791147555062	381.906832606395
P2RX4	17450	192.253774336211	156.56385581281
SRSF2	22523	2636.16359996982	2784.68573067205
CARD6	2661	178.117508787369	143.781723415498
TOX4	24016	386.019430108367	441.015561916831
SUCLG1	22772	405.047399942748	352.365543503764
ZNF124	25708	264.47941352654	222.323953621316
NDE1	16173	252.763203521466	211.614730126522
TIGAR	23433	15.1358333217002	30.0714031942488
CEP85L	3384	155.666967453619	191.197076990228
TPD52L2	24042	486.492540843064	548.143457462741
TRAF3	24098	285.949550275262	333.424118728837
BCAS2	1626	259.116670136317	304.377283119859
CC2D1A	2762	173.234649050059	210.573520928868
SEMA6A	20744	9.75982310913331	20.3867472847252
GCFC2	7154	207.887180407283	170.8127070787
CD28	3063	0.487254109770885	5.09668682118131
GPATCH2L	7532	971.597023925393	1058.60138735103
CNBP	3803	2051.95637481707	1927.41298225047
NARS	16072	1017.44018480226	1106.49930755342
SLC4A7	21416	439.18319536277	384.497968734543
PIGN	18102	439.186143545513	384.49083661495
FKBP15	6641	380.160588060144	329.387660090891
IL18	8805	155.203298805793	123.392598757575
IPPK	8972	101.986466262014	131.068534840916
WDR31	25199	40.0034820164741	24.4707533866236
HSPA14	8523	532.861282205362	597.134889073138
TGFB2	23335	1.95343871319822	8.15612533780866
MTL5	15786	135.667437582439	106.060535243082
SNORA80B	21845	1.95196462182666	8.15374796461105
SLC25A1	21207	841.754524289631	764.873893396025
FAM84B	6325	62.4658160811963	42.8368939791782
ODC1	16879	1931.42624464771	2055.91177732201
RNF8	20029	179.589589756282	145.293612374829
HIST1H3I	8198	1440.43785996384	1285.55848015144
EBAG9	5382	163.493989128756	129.547136388794
EGF	5485	17.5765261446693	6.11649966005709
PLGRKT	18328	126.388972217591	97.9067872784707
BNIP3	1788	132.733594284213	103.540720310862
RCAN1	19648	108.818342438407	138.668394981933
CAMKK2	2611	403.538466689545	459.464910571302
PTTG1IP	19228	1108.70853474069	1019.76529141183
NUPL2	16811	162.500317721384	130.029703016459
CREBRF	4114	308.459055263874	244.771722942572
HLA-F-AS1	8258	12.6892441332449	4.59272383473746
ING3	8898	266.931899080482	224.8794291515
SMARCD1	21573	547.041770495351	611.880571205878
ATP13A2	1374	399.653700633722	347.741913817457
SAP25	20474	16.5916992855266	7.1386898721305
TPP1	24059	884.730175979992	967.305553226269
ELP2	5622	522.172647709205	462.486311116768
GOLGA8M	7494	9.2696208166193	2.54596603739304
ZNF135	25713	38.5446678699045	23.4580726673407
C7orf31	2408	36.595651430821	21.9390515884163
TMEM53	23790	36.5927032480779	21.9342968420211
CFD	3439	271.328978799392	228.932529401829
HACD1	7918	152.746390977737	121.364859945811
IFIT5	8664	93.6810350253357	68.3036864727014
NAGK	16037	86.8712702195158	113.722207087237
GLIPR2	7333	178.618029719484	216.193189722074
PQLC3	18736	126.862959505017	98.4155050113097
IGSF3	8759	91.2344458368804	66.2878345269261
PYGL	19285	1257.5804783022	1356.29877349445
PPP3CB-AS1	18705	72.6952042036418	51.501737049826
ATP8A1	1453	460.653332111491	404.913244497639
PTGFRN	19153	63.4373761179949	86.6959781704299
PLXNB2	18364	414.294909388794	361.517707948472
RBM23	19586	508.525110361506	572.571418131807
TCTN2	23204	100.041872097045	74.9455454779809
LTBP1	12818	1242.46823044245	1148.27597334937
MAMDC2	12994	65.3893407398216	45.3899921361641
CTH	4329	27.3245565228301	43.3574985780054
TMEM57	23796	475.78769134182	419.169227883122
DSCR3	5262	447.46209295476	392.644584579561
MRPS14	15648	224.481827875552	185.142389033309
TAF3	22971	68.3335026776488	92.2942506048574
TMEM18	23662	213.214545604588	165.223944137063
RPL7L1	20197	429.410105431292	375.752294975176
TRIT1	24249	170.810171232177	137.684242741022
USP54	24946	184.946436781019	150.416450301184
ZDHHC4	25585	289.351484495429	245.798667901041
RC3H1	19646	757.402073735777	833.210863093493
G6PD	6976	526.091317866574	608.909095497563
EEF1D	5439	2312.16548048266	2180.29803781329
XPOT	25385	1664.0203582798	1554.22091755187
TLR1	23498	103.446754499955	78.0144934873988
SEMA6C	20747	31.240278497456	17.8502907401227
FARS2	6385	134.198304796269	105.02645816502
SERPINF2	20835	8.29658668844909	2.04200305094919
FAM160B2	6088	105.881550957438	135.133521957233
CLCNKB	3656	8.29216441433441	2.03962567775157
IQGAP3	8996	310.854051254325	265.679074826124
NUDT10	16755	30.2569257296848	46.9113905882861
SH3RF2	20971	1.46471051205578	7.14106724532812
EXOC3-AS1	5907	52.2025238572049	33.1569928160499
LOC100130476	11136	1.46471051205578	7.1386898721305
OAT	16858	642.686562873486	712.368985119706
VIPR1	25043	7.3191302861642	1.53090794491249
MOAP1	15482	226.430844314636	268.196512385146
SLC25A28	21229	64.9138793610232	88.2149992493543
SOAT1	22178	364.053194701645	416.587601247764
RAB13	19328	226.935787520866	268.721871730368
HSF2	8505	141.041973703635	111.169108930251
MED28	13275	432.856262392606	490.066427857168
EHMT1-IT1	5514	11.7162100050747	22.9398454417111
GSK3A	7766	141.520383265176	174.88482631461
EXOC5	5912	822.75456219131	901.502662700206
SNORA64	21813	5.36569157296598	13.7686620114219
UBASH3B	24623	722.225435984493	652.161989654873
MMP24-AS1	15460	49.2848955640659	69.8607455227877
NUP50	16801	1537.6579197069	1432.711037841
C1orf74	2228	130.802266941588	96.9083707983734
DTYMK	5296	368.401629405294	319.215682807307
SLCO4A1-AS1	21506	0.977456402284892	6.12363177964995
CRISPLD2	4136	0.977456402284892	6.11887703325471
CAPN10	2630	65.398185288051	88.726094355391
POLDIP3	18452	613.418886277058	681.273014340187
FGD4	6561	179.075802001823	145.322140853201
ATP6V1C1	1440	528.487787948397	469.078245284897
TRAPPC11	24119	760.750940666568	688.910912452366
KRT18	9693	116.143369090058	89.23481208823
MYEF2	15898	141.50564235146	111.670694543497
ENPP1	5687	1.9504905304551	8.15137059141343
LILRA2	10080	84.4305773965467	61.692733318991
NIF3L1	16374	123.437439822906	88.7451133409719
PYGB	19284	624.151743514362	692.412502252299
ZFHX2	25608	19.0279698343811	32.6340108440251
SHQ1	21012	279.591661386295	237.08627736644
LMNB2	11047	1200.46266469751	1295.74947642061
SH3TC2	20975	68.8015935995894	48.4375437868034
KBTBD3	9211	45.3750699549263	22.9707512932802
SMARCC2	21572	791.495120506023	868.357556750145
C11orf45	1970	29.2897879670009	15.8106650623711
ATP7A	1451	379.158072104542	329.435207554843
YIPF5	25424	288.421199017034	245.289950168201
ZBTB38	25501	402.59786257155	457.427662266748
RUNX1-IT1	20376	153.204163260076	187.655071845935
THOC3	23395	272.274005191503	230.510984810694
C12orf57	2008	388.965066137566	338.580239879958
BCKDHA	1635	411.874853845027	360.012951108733
PKD2	18192	576.331558462352	514.556200229373
SALL4	20448	11.7088395482169	4.07925135550314
OTUD5	17414	247.88476605827	291.124470960869
USP40	24932	198.630826413007	163.174808966521
HCG11	7989	126.387498126219	98.4155050113097
ZNF174	25732	87.8487266218007	64.7593039552112
RTN4RL2	20360	21.476033114208	35.6863172410596
BLVRB	1753	588.030079370968	525.778896203402
SNHG20	21729	39.5250724549326	24.4802628794141
SAMD10	20453	33.1907690279111	50.9716229582083
TRAPPC5	24128	422.581177437642	370.180173645922
THAP10	23363	15.6186651573564	6.63472688568665
EPB41L2	5718	330.342741553789	379.90049015341
FRAT1	6848	87.3452575069427	113.703188101656
SSR1	22552	2197.50156281837	2327.62176637308
UBE2Z	24670	383.566944554425	439.976730092374
TSPAN32	24351	85.3991892506022	62.717300904262
RNF11	19938	216.183767095732	256.498381903045
APBB1IP	932	447.005794763792	393.193717656759
TRAF4	24103	82.4727164092338	108.107293040426
WDSUB1	25251	88.321239817856	65.2703990612479
CASC15	2676	20.0039521452944	9.68941065591877
ZNF793	26204	52.7000966065767	35.187109001011
IRF2	9009	150.310120428882	119.822065134911
LOC101929567	12004	185.432216799418	222.82791660776
HDLBP	8036	4109.26664847614	3929.3388681884
CYP1A1	4477	2.92647284136843	9.69416540231401
CBR3	2742	18.5407157246102	8.66484307064775
CNR2	3845	48.3044909790379	31.6023111391613
IBTK	8608	864.209487897495	788.320079197377
TMTC4	23881	211.768998280363	175.417317779426
ADGRA3	361	287.442268523377	333.509704163951
ZNF223	25767	55.633939904803	77.0208317536968
NEDD1	16251	347.953171800004	300.847164841554
F13A1	5950	1120.51024204531	1011.68999676274
PSKH1	19048	168.36210795235	203.998228373121
TMEM68	23808	121.501690206166	94.3362536558066
YDJC	25414	208.368538151567	172.338860277217
CSNK1G3	4223	256.166611833004	302.92245111727
TSKU	24329	6.83040208502176	15.8106650623711
SLC9A4	21485	6.83187617639332	15.798778196383
MESP1	13326	15.6230874314711	6.11649966005709
GPR153	7590	24.3951354987186	39.2687377297118
TCEANC	23151	30.2539775469417	17.3320635144931
MBD5	13160	52.215790679549	72.9344482786008
TUSC1	24542	94.6717582499647	70.8781809884659
PIGM	18101	208.870533175054	172.852332756452
NHLRC4	16364	46.3613709054406	30.0856674334345
FRMD3	6862	100.535022572302	75.970113063252
FRYL	6884	1064.82323485113	1152.95190524602
PI4K2B	18073	455.286166447154	401.321314516197
SKA1	21077	243.988207271475	204.958606882057
LOC100131564	11159	138.088967217578	109.124728506104
CLDN10	3658	122.006633412396	94.861613001029
ZMYM4	25688	908.162595990141	830.631613831333
CEP68	3376	358.683080854564	311.033406364324
NDUFV1	16238	989.154386882232	1073.87242882899
LRP12	12672	153.229222813393	187.117825634725
NCOA3	16154	605.098714126664	542.583222999475
ZFP30	25617	131.753189699185	103.497927593305
TGFBRAP1	23344	937.390472119536	831.021462904291
TMEM139	23615	7.81228076142133	1.53328531811011
LACTB2	9865	109.816436119894	84.1405026402464
S100A6	20414	1563.55609209333	1670.89320398864
PLEKHM1P	18316	86.8771665850021	117.756288351985
AIMP2	536	172.753291305774	140.227831405217
COX5B	4012	825.209995927994	751.630590729825
LECT1	9997	0.488728201142446	6.12600915284757
HIAT1	8122	517.283891606409	578.198219044606
USP6NL	24948	311.320668084894	267.188586412258
SPEF2	22358	62.9412774599947	43.8543294448564
GNPDA1	7444	198.601344585576	163.690658818953
SETD1B	20853	334.268782168015	383.471023776074
CTDSPL2	4325	809.560374851835	736.820719520749
NR3C1	16635	772.44651339244	846.910581282184
SSBP3-AS1	22540	27.3230824314586	42.8487808451663
HS3ST3B1	8470	27.3245565228301	42.8368939791782
BHLHE23	1710	0.0	3.57291099586168
IL24	8834	0.0	3.57291099586168
PHTF2	18063	303.040296401532	259.496008716534
LINC01426	10847	0.0	3.57053362266406
HBBP1	7969	132.233073352098	103.999513206552
LINC01433	10854	0.0	3.56815624946644
SLC6A12	21441	0.0	3.56815624946644
LOC100419583	11254	52.229057501893	34.6712591485791
SNORA71A	21826	183.469933537991	220.296214809553
RPL13AP6	20139	5.85589386547999	14.2868892370515
MRE11A	15566	638.813589548635	574.682365005487
LYSMD2	12888	39.0378183451617	57.1047642306488
RGP1	19776	70.7697732265032	94.3314989094114
C12orf29	1998	145.905670253114	116.272927871025
TTC24	24407	8.29953487119221	17.8431586205298
IL10RB-AS1	8780	8.29511259707753	17.8407812473322
SNRNP70	22123	897.888985126549	978.093230036586
NDUFB3	16220	274.744179841903	233.496724758195
CDIP1	3198	315.735436900263	365.028807241196
TLE1	23487	192.258196610325	158.094763757723
TTC30A	24415	84.4232069396889	62.2085831714229
ZNF518A	25968	725.624422021917	657.289582327624
ZBTB48	25513	132.755705654786	164.194621805397
NAT9	16084	111.256087078633	140.249227763996
CREB3L4	4110	165.40615328355	132.040800215839
CDK13	3206	651.421758656444	719.488656006256
SLC35E4	21337	4.88138564593821	12.7488491725461
SIRT2	21062	211.286166444706	175.40305354024
SGSM2	20930	274.761868938362	319.227569673295
ANKRD23	788	40.5010547658459	25.5048304646851
FAAH	5966	40.504002948589	25.4976983450923
RASA4	19509	56.124142197317	38.2417927712432
F2RL2	5955	92.7080008971655	119.313347402072
NR1H3	16621	61.0055278432552	42.3281762463391
TMOD1	23848	27.8206551808304	43.3527438316102
CDK19	3212	494.344622071517	438.555181314552
HMCES	8273	169.834188921264	208.084611848217
GTSE1	7841	196.662646786094	162.147864008052
TRABD2A	24093	3.90540333502488	15.7916460767902
POGK	18441	475.312229963022	420.669229976465
IDI2-AS1	8637	30.7456539308273	17.8431586205298
ARHGAP11B	1054	76.6035557214098	55.5762336589339
ETAA1	5862	204.491142552602	169.28893125338
ZNHIT1	26265	376.736542469404	328.353583012829
SLC25A30	21232	130.301746009473	102.475737381232
EIF2S3	5542	2665.38115745962	2527.50983753913
ABHD8	115	64.4030397893074	44.8884065229179
PTAFR	19114	68.806015873704	48.9486388928401
SLC37A2	21355	33.6736008635673	50.4819242109502
ZNF595	26041	32.700566735397	19.3788213118375
TTC3	24414	1789.46430410528	1903.50562618023
UBL7-AS1	24684	74.1702333552985	53.5270984883918
WTAP	25327	638.280638606346	705.161351424845
PRDX3	18791	1100.40310350401	1015.75498387906
PRX	19022	20.9828826389508	34.6712591485791
SMAD9	21559	15.119618316613	27.5254371568557
FN3K	6749	55.1466857950321	75.9677356900544
NMRAL1	16473	232.778414564001	195.304856824102
SIRPA	21055	227.901451192178	268.187002892355
RNF139	19958	408.954277369144	462.519594341534
PCBP1-AS1	17662	19.0323921084957	9.17356080348683
TNFRSF1A	23913	409.900777852626	463.482350223667
ZNF180	25736	127.861053186504	100.447998569468
LOC105274304	12196	16.1029710843842	7.14344461852574
PIN4	18145	59.5349209657132	81.0763093772238
RDM1	19679	16.0985488102695	7.14344461852574
TMPPE	23854	172.750343123031	208.037064384265
C11orf63	1977	27.3275047055733	15.2971925831368
TFDP1	23313	1290.79188460931	1388.37889651488
SEMA4C	20738	137.61350583878	169.326969224542
UBE2E1	24635	615.335472705968	553.244899030317
NDUFS8	16237	388.451278383107	339.552505254882
DLAT	4969	543.592665351294	485.471326649233
SEMA3F	20734	2.44069282296911	8.66246569745013
MUM1	15852	172.738550392059	140.724662272068
PRSS57	19014	2015.98801617632	1893.24330871514
DENND6B	4827	23.9064072975761	12.7512265457437
MED29	13276	218.128361260701	257.513439995525
EIF4EBP2	5568	1575.78314167012	1681.67374867937
RPL23AP7	20159	66.8584735259921	47.4367499335086
UHMK1	24769	1457.11947882303	1558.78035816184
CNIH1	3814	244.940604120443	286.565030350898
POLR2B	18472	1416.67001725519	1320.06807792258
DICER1	4922	1120.90462839867	1209.47187580151
PPP1R12B	18645	207.391081749282	245.774894169064
REXO1	19728	196.175392676323	233.575178073717
PEX11G	17930	15.1269887734708	27.0190967972143
FGFBP3	6596	28.792215217629	44.3487829385098
UFC1	24734	322.068266235913	277.902564653448
INPP5D	8922	2249.19177301249	2377.12429308952
MARCH9	13111	57.1089690564597	39.2663603565142
POU6F1	18562	11.7058913654737	22.431127708872
NEK3	16269	59.5290246002269	41.310740780661
MFGE8	13376	309.414400295586	266.190169932161
SERPINB10	20816	148.840987642712	119.318102148467
PYCARD	19277	188.38080101136	154.997287269934
GDAP1	7178	148.852780373684	181.543326932273
FAM95C	6353	21.4701367487217	35.1728447618253
SLC20A2	21174	187.395974152217	223.809691475474
C2CD3	2270	249.376010215014	291.124470960869
TMEM209	23699	288.404984011947	246.787574888347
DFFA	4845	246.945636031646	208.583820088266
ATP5C1	1404	1150.25485411191	1059.51184102282
DPP9-AS1	5204	8.78531488959154	18.3518763533689
LEKR1	10003	12.1975677493593	4.58796908834223
SMARCAD1	21568	726.127891136775	658.810980779746
APOL6	992	301.58885271182	259.080008538402
ETNK2	5869	10.2470772189042	20.3986341507133
DMAP1	5014	61.0011055691405	82.6000852025434
PMS2	18387	152.761131891452	122.893390517526
CD244	3056	323.575725397744	275.328070137684
CDK14	3207	319.13737112043	275.332824884079
MAPKAP1	13087	505.558837053105	564.515142468299
INPP5F	8924	163.465981392696	132.599442785828
BRWD1	1864	1330.27568250584	1237.52742704998
BAK1	1582	118.585536004399	147.85146527821
RFFL	19738	89.2972221287693	66.803684379358
TRIM9	24237	29.2794693273999	44.8527459249536
ARL2	1151	276.6872999155	236.109257245122
ZNF264	25795	361.587442325359	411.495669172978
MIOS	13479	201.527817426945	239.154431522563
CARHSP1	2666	268.40840232351	228.459472266955
MECOM	13249	122.966400718222	96.3592377211748
ZNF69	26117	62.4569715329669	43.8543294448564
RMDN1	19899	387.961076090593	339.578656360056
FAAP100	5969	255.209792709921	297.231461128136
MMP19	15453	6.34609615799399	14.7837201039025
ZSCAN22	26302	66.3638489593634	88.7308491017862
CCDC175	2842	17.0863238521553	7.64265285857434
LIN54	10109	459.684720257436	406.905322711438
BLOC1S3	1747	49.2775251072081	68.8551969230977
TMEM198B	23685	41.9731357347595	60.171334866869
SMIM24	21628	256.69661459255	217.69081444222
BLOC1S2	1746	244.487254112218	206.506156439353
ZDHHC18	25576	103.464443596414	132.608952278619
MLH3	15414	249.399595676959	205.498230466465
CYP20A1	4481	306.942751553814	352.833845892243
ZNF320	25837	136.633101253752	108.625520266056
NCEH1	16135	113.215422157318	141.765871469722
DDX49	4735	412.834621150853	363.072389625361
CAB39L	2514	53.6819752829763	73.9162231463147
PHLDA3	18049	27.8103365412295	15.798778196383
RAP2A	19483	470.897461147652	403.929092256728
VPS41	25089	720.26757499718	653.735690317343
MPDU1	15528	389.926307534763	341.601640425424
