Name	Description	Control	Treatment
FOSL2	6777	173.720429068458	2998.68952020492
FTH1	6905	3792.60240018886	10711.793154301
JOSD1	9162	494.340199797403	2593.36740764874
MCL1	13201	935.95376934354	3795.59598915742
NR4A3	16639	11.7103136395884	1280.45703858387
PDE4D	17824	204.932699829855	1753.0297415491
SLC7A5	21467	951.07043947741	4566.22743899211
THBS1	23376	8526.1534604028	29995.8120466788
SLC2A3	21294	281.077009177553	1918.31074264291
CABLES1	2516	198.115564567177	1665.83455513863
EREG	5797	130.7757332969	1431.71499873411
CXCL8	4416	18.0593579803255	757.709052418721
CREM	4120	41.4696666199014	868.873406602577
NR4A2	16638	9.75687492639019	689.412498065612
CSF1	4193	224.01226286224	1404.3345813423
MALAT1	12989	24345.3796988923	36650.8419900108
NEAT1	16242	3021.6397604963	6273.77447085035
NR4A1	16637	4.88285973730978	574.677610259092
TNFRSF1B	23914	138.596858606551	1051.89296189622
NAMPT	16047	486.552978589298	1915.31311582942
SH2B3	20936	380.655212626772	1571.58864166433
PLIN2	18330	1066.7781476557	2842.31347687472
PER1	17917	84.9207796890607	807.142635312424
FOSB	6775	7.31765619479264	483.869097508392
SIK1	21041	2.92942102411155	423.19379965508
DDIT4	4690	115.648744523429	838.298040421884
EZR	5942	843.248716629118	2278.68263697303
GLUL	7370	8982.91170781887	13804.2579082186
TPM4	24056	2783.02756343739	5247.58841614061
RASSF2	19538	899.848320205233	2347.52119228375
RMRP	19908	46284.584830035	33787.2645954044
CEMIP	3324	15.6098206091271	461.483139890275
ICOSLG	8621	25.8598460107744	501.771690458863
RDH10	19670	83.4486987201471	694.428354198074
PDE4B	17822	30.7515502963135	515.485672886739
PFKFB3	17953	215.696512985961	1009.62659735302
PLAUR	18253	61.4913078616545	607.83698044834
SHISA2	20996	0.487254109770885	335.028725242875
XIRP1	25357	2.93089511548311	347.245082950606
GNA15	7403	494.346096162889	1515.96961528784
OSM	17386	27.3304528883164	461.461743531497
PLEKHA2	18290	692.884054819488	1835.64884573723
PPP1R16B	18656	41.9657652779017	500.221763528369
MICAL2	13447	786.680068971805	1961.62544850336
CMIP	3785	684.142962671043	1790.2208156299
SYAP1	22855	339.163434636298	1173.25068972244
MALT1	12993	178.61508153674	839.265551050412
SMOX	21644	44.399087644013	726.701044447513
JUND	9176	440.631690869738	1309.45394935569
NRARP	16645	32.700566735397	411.975858427446
SLC38A2	21361	1791.94479739528	3345.00513049816
RGS1	19786	4.39265744479577	283.519856073456
CD55	3094	573.377077884924	1485.32055053802
MXD1	15867	439.18319536277	1251.28657956861
RGS2	19796	14.1480582798144	321.754516725107
MAT2A	13135	893.51254268684	1974.79267522723
METRNL	13335	108.821290621151	576.738632295622
ZNF331	25845	85.8820210862584	615.382161005812
AREG	1030	0.488728201142446	220.255799465193
CDKN1A	3235	112.722271682061	575.706932590758
ARHGAP21	1062	657.843033474388	1545.46573429971
GPR183	7608	157.131677965675	664.411630587371
TNRC18	23960	1927.09992131463	3357.25714880385
AVPI1	1497	23.4250495532915	320.758477618207
HTRA3	8578	119.545303310225	573.612627329461
AKAP12	555	822.245196710965	1766.25402522972
CEBPA	3289	756.849959605657	1717.23644251415
ABHD17C	109	48.797641454295	399.81418030326
USP36	24927	211.300907358422	867.435216212371
THBD	23375	25.3858587233475	319.700626808169
PIK3R1	18131	1230.28982588092	2353.24308812445
NABP1	16023	177.609617398396	688.414081585515
GTPBP1	7833	537.804579688906	1315.04271229733
SLC2A1	21286	385.467315978247	1276.38729672115
LGALS12	10025	14.6382605723284	274.831239270832
TANC1	22991	494.32840706643	1236.44817988116
FOS	6774	51.7344329352643	398.185800057245
SKIL	21084	268.396609592538	841.345592072523
STK17B	22685	428.94054041798	1110.52625669858
CYTIP	4550	114.680132669374	533.343095746455
MBD4	13159	420.671961465591	1093.27026912641
PDE4A	17821	68.8089640564472	422.176364189401
MAP3K8	13055	126.375705395247	552.759955029454
VPS37B	25085	368.453222603299	998.89835487264
CCND2	2976	1311.73201859849	2394.05937541146
RANBP2	19471	2436.55826533727	3894.25160886169
IL4R	8856	141.520383265176	574.646704407523
LMNA	11045	2569.12970957062	4287.37400532252
ACTG1	223	10051.5931750811	13326.136857656
SLC7A11	21460	323.541821296198	899.928962037737
IL1RL1	8818	410.872337889425	1042.78359016907
SYTL3	22926	64.4148325202798	391.104167141858
MCTP2	13223	671.994039936945	1443.08033709999
DDX3X	4727	1408.32478555148	2469.00254351624
CHST11	3572	1166.32686927749	2136.00155708513
RPS29	20249	3799.98786458674	2432.10860095369
LIF	10073	23.9108295716908	263.639449148373
HIVEP2	8230	232.744510462456	710.835699801596
HIST1H1B	8157	10073.067734104	7534.32495140396
HBEGF	7972	9.75834901776175	257.546723220292
DUSP4	5324	6.34167388387931	180.509249854212
SLC39A8	21382	967.635605118249	1790.30877843821
FLNA	6715	16535.8648691953	20674.8059475475
H3F3B	7912	3137.81261141379	4595.28378409388
MAP2K3	13033	208.839577256251	636.871929191329
MAFF	12931	17.0730570298113	219.775610210726
HIST1H2AG	8167	3948.71092491973	2625.97289001439
PSME4	19097	1249.23819478123	2155.9913231773
SKI	21082	456.74203241098	1030.54108135616
ELL2	5602	386.968878774592	920.843446040882
PTP4A1	19175	568.045290413504	1191.67388727173
RUNX3	20379	216.648909834929	633.802981181911
FURIN	6927	1038.87789154081	2009.39736792628
HIST1H4C	8202	3818.45929801689	2562.83245681241
USP12	24868	410.398350601998	939.792002935402
GCNT1	7166	864.735068382927	361.039896067202
KIT	9538	2374.51042107139	3563.6705876885
EGR3	5501	1.46471051205578	154.022644521813
ATP2B1	1393	549.007001939522	1140.1792823415
CA2	2501	121.023280644625	447.224779131595
ACTB	220	32764.5244647497	39324.6677103997
LMO2	11051	1550.31325973859	841.309931474559
ARL4C	1156	69.2917958921034	334.531894376024
LHFPL2	10055	617.268274139964	218.232815399825
NFE2	16321	1135.49424395574	553.254408523108
BIRC3	1727	42.9387994060719	271.303498365726
HIST1H1D	8159	4424.21920903517	3092.44335755876
PPARD	18581	22.9333731694059	215.682094616037
TACC1	22946	1419.52573371072	2310.33011820295
TLE3	23489	415.758145809478	924.932206889176
NFIL3	16330	56.6246631294319	300.832900602369
KIF26A	9500	46.3628449968121	274.850258256413
VEGFA	25020	115.648744523429	422.694591415031
LCP1	9973	6955.88194535143	9027.90860907368
PTGS2	19159	31.7113176021397	233.023667623321
HAS1	7949	0.0	137.7056390998
HIST1H2BH	8182	2819.68365261445	1868.22342225131
PHLDA1	18047	6.83335026776488	142.25557021698
BCL11A	1639	326.970289161053	752.667045181085
STAT4	22657	45.8770649784128	254.917549120982
GALC	7050	571.420690988982	1103.96760575522
CXCL2	4412	26.8358283216877	203.475246401097
DUSP2	5316	24.894182339462	197.817539636729
OSBPL6	17373	30.7441798394557	213.659110550669
AKAP13	556	1368.78202400009	2322.44424886318
EPAS1	5715	46.8397804669821	252.920716160788
MIDN	13460	97.1212956211631	422.649421324276
MOB3B	15487	28.3152797474591	205.997438706513
SH3TC1	20974	109.305596548178	381.395737500358
FPR2	6844	3.90392924365332	122.35138955992
CORO1C	3991	1230.65030813273	1976.32120579895
DUSP6	5327	20.4897321636937	182.01400669395
PMEPA1	18375	3.9009810609102	121.871200305453
JUNB	9175	299.139315340622	695.017902619632
SH2D2A	20939	16.5887511027835	180.540155705781
KCTD20	9347	1404.36631492708	2188.97239037673
PPP1R3B	18674	103.474762236015	362.537520787348
PABPC1	17480	8309.94610784512	10404.7938292014
HEMGN	8063	225.437172907264	37.7330750384041
GEM	7202	7.80638439593509	146.372859543645
NFATC1	16316	279.132415012584	655.249956649872
SLC6A9	21457	17.5647334136968	167.263569814815
LONRF2	12609	30.7412316567126	203.995850999924
HIST1H3H	8197	4037.27391572252	2915.62113261389
HECTD1	8048	2330.04647340702	3321.52328409884
MYH9	15917	7211.21998401068	9086.91273396342
LXN	12845	508.001003967446	984.1526727399
RAP2B	19484	976.443031378414	1615.34549880808
SAMSN1	20470	392.814454000471	816.79400799718
ST3GAL2	22589	524.570591882399	1005.00534503991
YWHAZ	25451	3794.52193480051	5067.54271392849
EIF4G2	5572	4892.23147189985	6362.09645189359
GK	7307	199.589119627462	517.579978148036
HIST1H2AI	8169	2184.16881088997	1426.27838767712
SLC16A3	21143	418.671351828502	849.026282902259
PRKX	18861	268.381868678822	625.199949814402
SLC20A1	21173	444.569524214937	909.069239616457
PLEK	18287	3082.75142291831	2100.85010868208
GRAMD1B	7673	196.658224511979	509.939702662659
DNMBP	5133	173.246441781031	470.183643558887
TMCC3	23550	3.90540333502488	146.377614290041
ADGRE2	367	272.313805658535	621.070773621749
TUBA1A	24504	1050.62358337331	1682.76488271417
REL	19699	418.662507280273	833.650637003601
ETV3	5875	67.8285594714192	276.324109244583
BTG1	1898	383.056104982709	779.657613499927
LAPTM4A	9904	408.493556904062	815.833629488245
GFI1B	7215	458.670411570862	150.406940808394
HIST1H2BJ	8184	2792.73137107441	1947.35520087869
GATA2	7112	1414.2042648789	2131.92943784922
HSPA5	8530	2269.62401561269	3176.75503106923
EGR1	5499	10.254447675762	127.9972094583
ACSL1	202	360.626200928162	739.333402333375
SQSTM1	22466	1615.72028957487	2371.6116060902
MAST4	13132	605.574175505463	1079.94851314469
MLC1	15409	2806.40396797542	3809.44548185756
CTNNB1	4337	1930.51364826577	2753.5136839502
ACTN4	239	2176.49804290022	3047.59061163381
PPIF	18614	679.794527967394	1174.25623832213
KIF20A	9491	619.747293338594	282.007967114125
PAG1	17513	305.005527845703	652.6825942537
HIVEP1	8229	199.098917334948	491.069599083661
POLR2A	18471	2839.07357879202	3839.00578994577
VCL	25006	1847.01630453036	2641.79781931595
PACSIN2	17500	616.365996397629	1086.03886169957
ETF1	5863	1036.46225827115	1633.70926202744
PLA2G6	18239	225.457810186466	529.829619080534
ZNF672	26101	442.602818679395	843.342425032718
IL10RA	8778	38.5461419612761	197.850822861495
MOB1B	15484	712.447923778901	1206.38628617971
GRASP	7681	12.6877700418733	129.501966298039
LBH	9926	90.7663549149398	301.346373081603
GRAMD4	7677	709.037145010505	1199.28801165194
SGK1	20914	30.2510293641986	176.427621125511
BMP6	1765	17.5662075050684	143.263496189868
KLF3	9558	460.186715280922	862.310000912818
FMNL1	6734	591.476236332281	1040.17581242853
HMGB2	8282	4510.45581600775	3436.34375734047
NAB2	16022	114.681606760745	367.696019311667
MYADM	15874	266.921580440881	583.316302224566
BCL2L11	1645	384.055672755568	753.113951210785
GPRIN3	7656	31.720162150369	177.946642204435
HIST1H2BL	8186	2419.01859147689	1686.80847347171
INSIG1	8931	2466.3117219521	3353.74367213793
HIST1H2AC	8164	3347.51319185397	2460.7822291021
PIM3	18142	186.427362298162	456.317509246363
KLF1	9548	1051.09904475211	605.286259664551
CCNF	2982	740.788263079677	378.792714506222
ACSL4	204	1068.17652405604	1643.97633423893
RASSF5	19541	416.25571855885	789.375552634218
LMO4	11053	750.511233904521	388.04472862523
SOCS3	22184	29.2765211446568	167.772287547654
ZSWIM6	26319	113.708572632575	332.497023444668
ATP10D	1366	497.758349022657	899.463037022455
NFKBID	16336	40.9927311497315	194.249383387262
HIPK2	8151	1069.68840549198	1640.78851756963
BZW1	1927	2198.46427830694	3075.57959643275
MAPK1IP1L	13077	670.517536693917	1122.7497465259
HIST1H3F	8195	2789.85501733967	2017.56062538368
GNA12	7399	655.390547920446	1101.8970742259
HIST1H4I	8208	1162.38608774955	701.650252132121
ST3GAL1	22588	487.043180881812	876.494663102372
FAM101B	5998	1954.47901921821	2724.02469705792
PHTF1	18062	288.391717189603	597.125379580347
MKNK2	15398	407.018527752405	763.854080557149
YES1	25417	104.909990920639	309.99219716667
SLC7A1	21458	881.319397211596	1387.50410344106
ANK1	743	2166.7013675068	2956.87243906461
BRE-AS1	1843	5.37158793845222	93.8013848177937
NFE2L2	16323	520.232475818351	1011.23595861345
FGL2	6607	85.40655970746	274.857390376006
ZYX	26332	880.812979913994	1384.817872385
ATP1B3	1387	433.334671954147	795.938958323976
B4GALT1	1540	346.476668556976	675.075683991411
HIST1H1C	8158	8323.12408017951	6841.8649016877
SLC12A7	21118	382.557058141966	718.906239704291
ASPM	1297	2894.78417144814	2132.41438185008
TIMP3	23461	486.542659949697	1043.90087530904
IGLON5	8751	1.46323642068422	71.9051259469346
ARHGDIA	1090	478.730379188275	846.437524147309
NTRK1	16733	55.6265694479452	211.602843260534
PLEC	18286	1409.27718240045	2019.78093142445
RPS27	20245	4585.22238623432	3587.2641706281
MEF2D	13292	278.656953633786	567.042089520111
PLK2	18335	13.6696487182729	115.248360285754
RPS15A	20228	5603.03484601937	4479.44587538657
MYB	15877	3548.61861519149	2702.02621113956
LFNG	10023	87.3644206947729	268.213153997529
MFSD12	13387	144.932636124944	364.080315598248
RARA	19497	105.877128683323	299.344785375013
S1PR1	20425	37.0873278147066	170.791310719921
ATP2A2	1391	1337.61250188847	1922.9510139416
ADAM8	294	276.225105359046	558.840794091547
REN	19708	0.0	59.1562767743884
TOP2A	23998	4743.88068654966	3747.7265974334
SRRM2	22513	2617.09877785115	3433.80254604948
HIST1H2BE	8179	1581.09724004508	1063.63150772268
NCS1	16169	179.087594732796	412.986161773531
ZBTB21	25491	154.190464210591	374.25467025503
SBNO2	20516	345.025224867264	652.663575268119
CHSY1	3585	632.421796558123	1035.07912560735
BHLHE40	1711	182.533751694109	416.121676232482
CHD1	3486	959.353759343515	1446.66513496184
NET1	16288	820.792278929882	1271.72087431729
HIST1H3D	8193	3699.49853884696	2854.52507983605
ITGA4	9066	4391.89681364804	3454.96185936053
DDX6	4746	1965.08363050619	2655.10293368529
LDHA	9981	3636.52335728541	4597.38997622117
DYNC1H1	5343	6131.60960535869	7435.38170967423
SLC30A2	21304	3.41372695113932	75.4637727036105
BMF	1755	359.632529520789	147.882371129779
EMILIN2	5647	797.359858919733	1235.99889647827
FBXO34	6459	347.917793607086	648.615229764185
TNFAIP6	23894	7.80933257867821	90.7490784207592
NDEL1	16174	197.126315433919	432.935512521346
AGPAT9	496	99.0776825171045	278.397018147101
SERPINE1	20831	12.1990418407309	104.013777445737
GPR65	7634	101.512478974587	281.465966156519
RNF138P1	19957	6.34019979250775	84.6349561338997
ZMIZ1	25681	1658.18362760215	2276.15806729442
HIST1H3B	8191	5706.51992689498	4629.98119434764
INAFM2	8890	299.610354445305	576.191876591621
SPRED2	22420	31.7142657848828	149.941015793112
NPTX1	16603	2.92794693273999	70.3718406288244
ALDH1A1	601	581.18493637223	951.509152403084
OXSR1	17444	516.344761579785	866.855177283603
RAB27B	19344	1188.74203241832	767.336651371501
ECEL1	5397	0.0	53.5413627275775
PURB	19237	569.493785920472	934.564560588351
ANLN	846	948.161655732501	579.75765546789
DEPDC1	4829	453.839145031557	215.724887333594
STARD4	22646	589.522797619083	955.992517070731
FOXK2	6812	442.13030548334	760.243131590126
SRF	22481	258.626467843803	509.942080035857
CDC6	3158	318.663383833003	593.552468584486
HIST1H2AM	8173	2469.73871572559	1839.72571971953
CCNT1	2994	608.059091069579	974.855488530137
CCNB1	2970	1048.64213692406	666.410840920763
HIST1H2AE	8166	3296.84466080329	2552.61293206487
FASN	6391	3252.91218998984	4098.0667794986
CKAP2	3624	1181.93963806936	774.530020827177
LYL1	12865	1083.32120192597	696.037715458508
TICRR	23429	660.295519028329	370.189683138713
BUB1	1917	1103.35463589869	712.823023269
SOS1	22207	1652.85773649621	1160.02640604182
WDR1	25185	2138.4140954954	2809.13984244629
RPSA	20274	10548.8952259128	9000.63517347577
NFKB2	16333	63.4535911230821	204.980003240835
CENPF	3333	4255.78339651424	3395.44663936475
RGCC	19767	94.1918745970516	257.993629249993
HSP90AA1	8515	5560.67027211399	6698.94846185324
IRGQ	9023	208.877903631912	432.381624697752
PHF20	18027	406.497369541088	704.205727662305
EPHB3	5745	0.488728201142446	52.507285649516
CDCA2	3161	533.882961348794	281.444569797741
POLR3E	18491	300.626137223251	559.411323527524
TGFB1	23333	547.545239610209	885.642072800685
SLCO4A1	21505	91.7349667689953	250.890599975827
HIST2H2BF	8219	3391.0439058572	2653.0038736776
RPS6KA3	20262	1192.64596166198	1680.21178455719
HIST1H2AJ	8170	1423.06918070256	889.75936212735
HOMER1	8353	5.8514715913653	116.731720766714
CXCR4	4422	651.957657781477	1015.31045522256
RAB8B	19390	665.606669220548	1031.58466792701
DGKD	4864	318.636850188315	580.744185081999
ORAI2	17349	591.492451337368	998.822278930317
EIF1	5521	730.545608134887	1111.1514657181
LGALSL	10041	108.825712895265	275.862938975696
CBFA2T3	2731	143.453184699172	329.932038421694
RPS16	20230	592.932102296108	937.269810629985
AHCYL1	512	638.311594525149	994.312763157496
KDM6B	9380	108.345829242352	274.308257298808
FHL2	6614	174.697885470743	375.790332946338
TOB2	23974	255.717684098894	491.5783168165
SATB1	20497	725.168123830949	1101.87805524032
CENPE	3332	1042.32994486761	677.160479759917
PCDH9	17682	126.870329961875	302.908186878085
CKAP2L	3625	532.884867667307	285.583255483184
RNF24	20012	765.164235390565	1150.83382625275
RPS23	20240	9819.74209781278	8399.83227847886
GUCY1A3	7852	317.206043777805	136.160466915702
ATP1A1	1380	1347.79914136114	1853.97457098542
HEY1	8099	0.97450821954177	52.5120403959113
MECP2	13250	442.106720021395	739.84687481261
ANKRD27	793	1824.54660000878	1324.70359447488
PPAP2A	18573	7.81080667004977	78.5208338470403
RPS5	20256	5376.69097309565	4426.4417588702
GYPC	7882	1352.72032747411	1855.62910233661
LAPTM5	9906	4196.26763873635	5113.76232904772
HR	8444	2.43921873159755	58.6356721755612
ZC3HAV1	25543	1098.03464115824	1549.09094750592
THEMIS2	23389	499.23042999157	809.745658306559
FDFT1	6521	2339.39864334045	1766.72945973779
CD69	3101	40.5084252227037	152.986190070554
VMP1	25054	379.202294845689	657.831583285229
BUB1B	1918	702.68957476114	417.635942565012
PTPN22	19189	301.061798135017	545.103037931694
KMT2D	9650	1371.20650181797	1931.14279987737
HIST1H2BB	8176	1107.77824926229	717.346803281007
HIST1H4F	8205	1061.89971019251	703.67323619749
NPTX2	16604	7.81080667004977	75.9867546756353
IL1RAP	8815	221.085790020872	433.415701775814
MAPKAPK2	13088	487.517168169239	800.122814100174
PLK1	18334	633.405149325894	368.69919053816
SMAD6	21557	159.575318971387	45.3828600165713
DUSP16	5313	85.8952879086025	229.46977561304
LINC-PINT	10114	64.897664355936	193.77394887919
IL7R	8863	31.7172139676259	142.29598556134
TUBA4A	24511	169.804707093832	356.948757845711
GNA13	7400	1050.15844063412	1476.1802729593
G3BP2	6972	1256.05827822665	1721.35610921401
ZBTB32	25497	14.1480582798144	91.7760233792278
MFN2	13381	775.412786700841	1140.11984801156
SLC3A2	21385	638.77084089886	970.926011686083
SH3BP4	20953	41.9716616433879	149.924374180729
TP53RK	24026	637.314974935034	376.308560171967
DDX3Y	4728	627.041364071441	956.089989371834
CTSB	4351	1030.62994986762	1447.17860744108
CERK	3391	450.893509002358	732.720071806467
MGAT3	13404	708.072955430564	431.385585590853
QSOX2	19309	271.836870188365	496.667871518089
SRPR	22506	492.899074747292	785.236866948774
TP53INP2	24025	38.0603619428768	141.261908483278
AMPD2	705	367.494929388844	621.541453383426
SELK	20720	94.1491259472763	272.78210410029
HIST1H3G	8196	2147.17877310579	1630.14586052437
DUSP5	5325	18.0564097975824	98.4131276381121
NRIP1	16665	1440.57789864414	1030.01809938414
SPRY1	22436	17.0804274866691	95.8505199883357
ANKRD28	794	2001.29521422325	1506.79843185755
ATF3	1326	4.87843746319509	62.2014510518301
CASP9	2708	96.1261501224195	239.147299402971
RPLP0	20200	21824.3584261483	19476.670841502
CASP3	2701	1062.87569250342	719.954581021538
HSH2D	8514	516.30201293001	808.732977587277
PPP1R15B	18654	460.173448458578	736.83022901354
CSF2RB	4197	4701.20360527351	3888.87439200319
MYCN	15892	121.01885837051	29.0610998481635
ARL5B	1159	168.818406143318	346.222892738533
VGF	25029	1.9504905304551	55.0508743137115
HNRNPA2B1	8326	3600.90811043962	4374.40753035556
AGO2	486	483.09355480564	763.846948437556
PTPN14	19184	26.3603669428893	182.596422995916
WIPF2	25283	200.091114650948	389.556617584562
ZCCHC2	25555	146.401768911114	312.564314309237
HIST1H2BK	8185	3997.56753002888	3268.01520459603
TNFAIP3	23893	59.0476668559423	174.896713180598
IKZF1	8772	1955.42404561032	1478.20563439786
OGDH	16889	559.748703725054	857.113464417337
ZNF445	25921	611.963020313232	921.449636074824
MIS18BP1	15385	1371.77925322729	984.109880022343
HRASLS5	8448	5.36716566433754	61.1911477057448
FOXN2	6818	754.424007696404	479.316789018014
DNAJB6	5074	664.159647804951	996.252539160947
RHBDD2	19812	357.708572635023	597.565153490456
KIF11	9477	1510.2847181688	1102.95017028954
SWAP70	22851	847.569143596707	1207.46315597533
INF2	8895	514.351522399555	796.469072415593
GJA1	7286	3.41520104251088	55.5976300177125
CALCRL	2582	55.1407894295459	165.727907123507
ARAP1	1025	834.444238551696	1187.56135269146
CSRNP1	4232	92.2354877011102	232.983252278961
PTPRE	19204	205.921948963112	392.608923981596
NID1	16372	173.738118164917	347.240328204211
PHLDB1	18050	37.0888019060781	132.069328694211
EHD1	5505	455.31122600047	719.008466751788
TSEN54	24315	133.736110239814	339.645222809589
ITPRIP	9116	125.405619449819	275.846297363313
FAM46C	6255	689.520446974982	1008.58063340897
SIK2	21042	240.580376685822	487.544235551752
RAI1	19446	306.462867900901	526.232934352696
PRKAR1A	18833	1445.88462656224	1903.00641794018
AFF4	450	879.379225320741	1236.48621785233
VASP	24994	661.751384992156	972.913335153487
FOXO1	6823	89.7903726040264	220.286705316763
IQGAP2	8995	2211.11372197315	2777.82990807898
TSPYL2	24372	47.8246073261248	149.936261046717
RPL27	20166	3601.82218091293	2942.60694618634
STARD8	22652	160.540982642699	324.813955241734
P2RY2	17462	434.811175197176	688.901402959575
CTDP1	4321	390.445991654709	711.769927205358
RACGAP1	19411	799.835929935619	523.163986343278
JDP2	9151	83.4369059891746	209.023593998374
HIST1H2AH	8168	2489.29668831951	1961.56601417342
B4GALT5	1546	669.054300273233	977.539342212992
FGFR2	6600	3.90392924365332	53.0373997411337
RPS11	20222	8362.71106447205	7259.03254186424
HIST3H2A	8225	515.334875167326	302.370940666874
ARHGAP11A	1053	1047.77376328327	691.875256041088
PCBP1	17661	784.23347978335	1113.10788333394
RPL26	20164	8131.77847995112	7051.87264792699
SPTAN1	22449	1037.9431837883	1414.4970491331
METTL7A	13361	736.847481551735	476.706633904286
BCL3	1652	20.9902530958086	134.066161654405
PCBP2	17663	3380.35969363515	4077.08335167272
STXBP5	22763	2693.73328949137	3305.66269419932
HIST1H2BO	8189	1820.16426120359	1387.94387735117
GNB2L1	7419	11065.3343293404	9746.70073486448
PARP8	17603	447.97735480059	253.952415865652
ATP8B1	1455	25.3814364492328	104.01140007254
IKZF2	8773	1028.23642796854	717.938729075762
CNTRL	3869	1680.19261165865	1251.18435252112
LRRC8B	12762	310.365323053182	520.128321558627
AMZ1	715	37.0888019060781	125.919545809387
PMP22	18383	166.426358335611	325.857541812586
RRM2B	20297	405.031184937661	640.463859172772
ZEB2	25594	2666.88124616459	2136.12518049141
DUOX2	5298	1.95343871319822	43.3313474728316
TREML2	24140	109.81201384578	243.2003996533
SRCAP	22470	918.858600943156	1264.07108933912
ABHD2	110	2183.82454364324	2719.30359507051
FPR1	6843	6.34462206662243	58.1221996963269
KIAA0232	9410	326.962918704195	538.991293018032
HIST3H2BB	8226	872.547349144348	593.5382043453
DNAJA1	5059	513.34605826121	773.020509241043
RRAD	20285	0.487254109770885	49.9494327461349
PPFIBP1	18598	194.712156255638	362.582690878102
ALS2	670	1114.01526265879	785.220225336391
PFKP	17957	861.349349167847	1191.13901843372
IL11	8781	0.0	32.1276704843837
INPP5A	8920	176.663116914914	336.519217843428
FAM131A	6041	13.1720759689011	74.9693192099571
WDR35	25202	262.551034366658	452.269163742429
PHACTR1	18007	142.017956014548	287.594352682564
PHACTR4	18010	404.549827193376	634.815661901194
TBL1XR1	23106	2561.8857579444	2052.34124369935
HMMR	8302	751.035340298581	435.557554501063
RPL35A	20180	4180.11454854534	3500.57532457727
RASAL1	19512	21.9544426757495	93.8156490569794
TNFRSF21	23915	63.4373761179949	168.261986294912
KANK1	9180	291.321138213714	144.827687359547
HNRNPUL1	8349	2255.51428370854	2788.60807539651
C6orf223	2392	222.49595915218	397.717497668766
PRRC2A	18974	2393.01870678582	2942.18143651542
TRIM59	24215	600.697212133639	378.871167821744
GAS2L3	7101	158.126823464418	56.5794048854263
RAB7A	19388	527.529494733942	785.3105655179
RPL3	20171	12387.7387674299	13870.113100955
CCDC71L	2899	190.799382463756	353.88218720949
ORAI3	17350	637.285493107602	408.386305819201
C17orf107	2086	1.46323642068422	39.2616056101189
CHMP1B	3521	389.391882501102	611.828268995531
ZFP36	25618	65.3967111966794	169.802403732615
CALM1	2587	1475.69557274056	2081.11709889525
KIF23	9496	465.564199584861	275.335202257276
LUZP1	12837	449.933741696532	686.866532028219
CCNA2	2969	1220.42976455852	892.861593361535
CD300A	3066	95.1619605424787	215.686849362432
RPL27A	20167	3331.10870217263	3979.26452720256
ATP13A3	1375	1740.20889036864	2197.17606317849
SSH1	22545	341.080021065207	549.184666660395
SRXN1	22531	217.638158968187	388.006690654069
YWHAG	25448	1417.07029997404	1828.07275932819
PTEN	19133	1961.21802763819	1533.27790507035
PTPRN	19212	1.46323642068422	49.4407150132958
LIMS1	10100	1037.9535024279	1388.50251992115
MEGF9	13301	341.632135195326	590.409822005942
RIN3	19875	332.287335718758	635.250681064907
RPL10A	20129	6828.28408438622	5929.19184522382
KL	9542	11.7088395482169	68.8290458179239
SEMA4D	20739	804.216794649442	1111.62690022618
C15orf39	2042	275.705421239101	462.512462221941
GPSM2	7660	400.609045665434	228.416679549397
HMHA1	8300	1242.45054134599	915.791929310455
EEPD1	5448	143.964024270888	284.518272553554
SLC25A19	21217	38.0706805824777	121.369614692207
PDGFB	17840	3.90540333502488	46.9137679614838
SPTLC2	22456	2974.25228817331	2437.34555279353
AIM1	532	428.438545394494	250.334334779035
MID1IP1	13457	326.466820046195	174.366599088981
RPS7	20270	7563.84522048186	6611.97199377694
HIST1H2AB	8163	1255.18400822038	900.449566636564
YWHAE	25445	1416.65232815873	1818.79459410401
DHCR24	4874	3425.16348627213	2844.76197061101
LRRFIP1	12769	950.118042628442	1278.83816783064
ITK	9099	12.2034641148455	68.8385553107143
EDEM1	5421	737.377484311281	1027.41032164361
HIST1H2BF	8180	1653.38184289027	1254.95220811918
LDHB	9984	6793.81581445044	5911.95725401043
KAT6A	9194	927.166980362577	1250.77548446258
RPS14	20225	9281.0735667572	8201.20171734
PGD	17981	1388.86410298807	1783.1582017001
ATF7IP	1332	956.475931517408	679.124029495345
MAP3K1	13039	1130.28480606816	658.739659583817
NCAPG	16126	827.147219636105	572.067455145363
TTYH3	24501	363.040360106443	569.074583078269
PRPF4	18919	383.546307275223	594.569904050164
FAM111A	6016	820.793753021253	567.55080725295
HIST1H3J	8199	1433.25876835797	1087.02063656729
FAM102B	6000	678.817071565109	953.589193425195
MADD	12923	843.213338436201	1147.80291621449
WNK1	25292	2173.13296096434	2693.86533105536
EIF2AK3	5531	249.348002478955	422.226289026551
AGPAT6	495	387.487088803166	598.07862596969
KIF14	9481	764.665188549822	522.707570820786
LITAF	11019	332.814390295561	528.740862418927
CCNJL	2989	5.36716566433754	49.4763756112601
STRAP	22727	624.154691697105	885.756186714171
DDX5	4736	1417.59293227673	1808.7414854803
TSC22D3	24310	183.006264890165	331.947890367469
IL18R1	8807	29.7726198026571	102.501888486406
HIRA	8154	530.425011656508	770.930958726142
PLSCR1	18350	216.663650748645	376.83391951719
RPL34	20177	4723.29219026407	4040.03016523738
RERE	19715	462.583185362745	687.807891551573
