GeneID	logFC	logCPM	F	PValue	FDR
ID_28823	10.6681099522089	5.74447360092402	234.683748365875	9.16254429887847e-53	6.44216254887243e-50
ID_28802	10.7085851584936	5.59987288158804	223.596307527905	2.29600673279766e-50	1.57588062110377e-47
ID_28781	10.6513093414175	5.6413052227398	223.081938991363	2.96688044781173e-50	1.98898285276904e-47
ID_28787	10.5914363072651	5.57004613608846	211.271119389672	1.07010668116764e-47	7.01090120409536e-45
ID_28795	10.6468261530489	5.49166388282019	209.09171857063	3.17297618962289e-47	2.03260854707243e-44
ID_28813	8.11817094153108	5.69847581975913	211.589019863776	2.95908082898694e-46	1.85437876211319e-43
ID_28776	10.5514478186917	5.4485985742133	198.916804095452	5.08215838011057e-45	3.11709318347761e-42
ID_28819	10.463907445026	5.52592351638546	197.814790409626	8.80842473695092e-45	5.29000958108509e-42
ID_28803	10.2429541347728	5.38103309346323	173.262919093742	1.8640806983842e-39	1.08071785965722e-36
ID_28806	10.2918843975538	5.32675275323212	173.251779623009	1.87448895073581e-39	1.08071785965722e-36
ID_28798	10.3129594279728	5.21968042085527	169.617194511401	1.15340447570518e-38	6.51944918061828e-36
ID_28778	10.2646736392596	5.24083526555872	167.652869029288	3.07988377897124e-38	1.70738095570007e-35
ID_12929	7.85442464700945	5.2659537358134	162.377979841234	4.30787594855811e-37	2.34307811262424e-34
ID_28756	10.1390845357422	5.1668751386585	156.669999864248	7.49113068129059e-36	3.99901526202896e-33
ID_28777	10.0906727102682	5.18886881025914	154.827200251923	1.88399324259634e-35	9.87452240078632e-33
ID_28804	10.0147968073884	5.19309828568222	150.593034649119	1.56886205653894e-34	8.07599758997285e-32
ID_28786	10.0210898689189	5.10280592127605	147.297685257518	8.16958210605061e-34	4.1316586556337e-31
ID_28799	10.0339058077893	4.99606810122847	146.752645322669	1.07335528600093e-33	5.33476083268083e-31
ID_3796	3.50821180523229	6.03623214327278	153.361879303935	7.32179950888172e-33	3.5773816007209e-30
ID_28757	9.86408882764178	4.84650586928937	136.071841536444	2.26377356494318e-31	1.08763000927695e-28
ID_26629	4.8390254991386	5.45843234623951	133.776010428016	7.39080757458023e-31	3.49270180249876e-28
ID_28531	7.45655207328663	5.00015032423528	133.078150817017	1.21988649475921e-30	5.67188193297159e-28
ID_28540	6.63268976122618	5.02810857420201	132.086231176586	1.66964092219288e-30	7.63979981969114e-28
ID_12927	5.23729064494066	5.34851717207625	126.083907843437	4.29058990728598e-29	1.93257555089583e-26
ID_28779	9.64674526112846	4.73465078794886	124.919454411452	6.07911946306582e-29	2.69604271941228e-26
ID_28760	9.67157702040925	4.57947996099141	124.779352903375	6.52185306975065e-29	2.848567552147e-26
ID_20773	5.01826349725798	5.17447623771426	116.211855654941	5.35404849580394e-27	2.30359934311254e-24
ID_28761	9.37024790930605	4.43457265973643	107.34546343761	4.13921330382486e-25	1.75472208690234e-22
ID_5231	-2.29140286523727	6.10631649692287	105.177774245813	1.32358791648135e-24	5.52972012585619e-22
ID_27077	-2.28156379969593	6.12195692243945	103.326301698266	3.12317328534533e-24	1.28616737566643e-21
